CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L40832TN2014PLC608248,EXPORTS CONSTRUCTIONS INDIA LIMITED,Private,Company limited by shares,State Govt company,03/05/2014,25210767,4404048,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Brigade Road, Andheri, Tamil Nadu - 455638",ROC-CHENNAI
U89866TN2021PTC757622,SOLUTIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,19/05/2021,28546028,1628888,Active,WHOLESALE TRADE,"B-202, Link Road, Adyar, Tamil Nadu - 426155",ROC-CHENNAI
U99309TN2010PLC787547,EXPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/04/2010,39783291,615627,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, Brigade Road, Borivali, Tamil Nadu - 482221",ROC-CHENNAI
L22979TN2015OPC135074,MANUFACTURING TECHNOLOGIES DEVELOPERS LIMITED,Private,Unlimited Company,State Govt company,23/11/2015,14589795,8930517,Dissolved,MANUFACTURING (CHEMICALS),"E-505, Link Road, Satellite, Tamil Nadu - 450374",ROC-CHENNAI
L36912TN2012PTC444993,CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,30/08/2012,11220962,20041944,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Tamil Nadu - 465524",ROC-CHENNAI
L20507TN2006OPC881916,CAPITAL CONSTRUCTIONS SOLUTIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,19/12/2006,25947178,2108602,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Link Road, Andheri, Tamil Nadu - 549439",ROC-CHENNAI
L63031TN2011PLC194065,INVESTMENTS PHARMA LIMITED,Private,Unlimited Company,State Govt company,10/04/2011,19807277,17596046,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Tamil Nadu - 556413",ROC-CHENNAI
L31059TN2001OPC464182,SERVICES PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,26/12/2001,17529364,21579583,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Satellite, Tamil Nadu - 550970",ROC-CHENNAI
L26337TN2004OPC202125,SERVICES EDUCATION TRADING LIMITED,One Person Company,Company limited by guarantee,State Govt company,02/05/2004,33556060,7776599,Amalgamated,COMPUTER PROGRAMMING,"E-505, MG Road, Borivali, Tamil Nadu - 526369",ROC-CHENNAI
L12146TN2007PTC380956,TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,17/03/2007,48865009,23244404,Strike Off,CONSTRUCTION,"A-101, Park Street, Borivali, Tamil Nadu - 529904",ROC-CHENNAI
U58547TN2000PLC844029,INNOVATIONS HEALTHCARE LIMITED,Public,Unlimited Company,Non-govt company,30/04/2000,48797889,6483395,Dissolved,REAL ESTATE ACTIVITIES,"E-505, Link Road, Satellite, Tamil Nadu - 553261",ROC-CHENNAI
U44894TN2008PTC463392,FOODS REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,01/05/2008,29789809,24370855,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Borivali, Tamil Nadu - 523391",ROC-CHENNAI
U99874TN2005PLC317168,PHARMA CAPITAL MANUFACTURING OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,20/07/2005,48787127,8166462,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Borivali, Tamil Nadu - 416701",ROC-CHENNAI
L83335TN2011PLC206502,INVESTMENTS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,02/02/2011,9805256,18794355,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Whitefield, Tamil Nadu - 459239",ROC-CHENNAI
L49969TN2023OPC965647,SERVICES DEVELOPERS LIMITED,Public,Company limited by guarantee,Non-govt company,06/02/2023,15081217,21363807,Strike Off,WHOLESALE TRADE,"E-505, Anna Salai, Whitefield, Tamil Nadu - 480609",ROC-CHENNAI
L42632TN2023PLC877669,MANUFACTURING PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,11/10/2023,18276346,23031558,Dissolved,REAL ESTATE ACTIVITIES,"C-303, MG Road, Adyar, Tamil Nadu - 480512",ROC-CHENNAI
U32657TN2005PTC282415,SERVICES EDUCATION INDIA PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,13/03/2005,11355022,12902986,Active,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Andheri, Tamil Nadu - 547831",ROC-CHENNAI
U44820TN2017PLC374416,DEVELOPERS GLOBAL PRIVATE LIMITED,Private,Unlimited Company,State Govt company,18/03/2017,7333491,3410368,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Whitefield, Tamil Nadu - 459267",ROC-CHENNAI
U19420TN2007PLC557046,TEXTILES CAPITAL LIMITED,One Person Company,Company limited by shares,Non-govt company,25/01/2007,14238907,11774960,Active,REAL ESTATE ACTIVITIES,"B-202, Link Road, Satellite, Tamil Nadu - 559668",ROC-CHENNAI
U88671TN2013OPC621142,PHARMA INNOVATIONS CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,20/11/2013,44098255,5722187,Dissolved,REAL ESTATE ACTIVITIES,"D-404, Link Road, Borivali, Tamil Nadu - 552197",ROC-CHENNAI
L54698TN2014PLC663984,TECH FINANCE INTERNATIONAL LIMITED,Public,Company limited by shares,Non-govt company,21/06/2014,19633996,18689111,Dissolved,WHOLESALE TRADE,"E-505, Link Road, Andheri, Tamil Nadu - 496845",ROC-CHENNAI
L38606TN2021PTC498428,INDUSTRIES LIMITED,Private,Company limited by guarantee,Non-govt company,26/12/2021,41482096,815025,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Park Street, Whitefield, Tamil Nadu - 462708",ROC-CHENNAI
L26419TN2024PLC506844,INDIA OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,20/05/2024,17383344,17484983,Under Liquidation,RETAIL TRADE,"D-404, Park Street, Satellite, Tamil Nadu - 461177",ROC-CHENNAI
U84618TN2020PTC310558,HEALTHCARE VENTURES CHEMICALS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,02/05/2020,10371476,24738011,Dissolved,CONSTRUCTION,"E-505, Anna Salai, Satellite, Tamil Nadu - 482468",ROC-CHENNAI
L85893TN2010OPC222296,TRADING MANUFACTURING SERVICES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/12/2010,294399,8723146,Active,MANUFACTURING (FOOD PRODUCTS),"C-303, Anna Salai, Whitefield, Tamil Nadu - 405923",ROC-CHENNAI
L75557TN2024OPC788461,IMPORTS SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,05/09/2024,38028804,8882152,Amalgamated,RETAIL TRADE,"C-303, Anna Salai, Andheri, Tamil Nadu - 519874",ROC-CHENNAI
L82343TN2011PTC190726,HEALTHCARE OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/07/2011,17572619,744023,Dissolved,WHOLESALE TRADE,"C-303, MG Road, Andheri, Tamil Nadu - 513857",ROC-CHENNAI
L29553TN2015OPC832110,TRADING CONSULTANCY OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,01/05/2015,9250394,17329420,Amalgamated,WHOLESALE TRADE,"E-505, MG Road, Satellite, Tamil Nadu - 530332",ROC-CHENNAI
U17644TN2008PTC490697,MANUFACTURING LIMITED,One Person Company,Unlimited Company,Non-govt company,22/07/2008,30210650,4599545,Strike Off,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Andheri, Tamil Nadu - 435911",ROC-CHENNAI
L48362TN2020PLC580912,EXPORTS ENTERPRISES CAPITAL PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,19/09/2020,48016912,4032558,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Park Street, Borivali, Tamil Nadu - 452097",ROC-CHENNAI
U46558TN2002PLC535459,MANUFACTURING LIMITED,Private,Company limited by guarantee,Non-govt company,27/01/2002,40242968,2442611,Amalgamated,COMPUTER PROGRAMMING,"C-303, Link Road, Andheri, Tamil Nadu - 534736",ROC-CHENNAI
L68622TN2019OPC292084,ENTERPRISES LIMITED,Public,Company limited by guarantee,State Govt company,15/10/2019,30545758,3525282,Amalgamated,REAL ESTATE ACTIVITIES,"E-505, MG Road, Whitefield, Tamil Nadu - 541416",ROC-CHENNAI
L71279TN2024PTC175170,EDUCATION OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,11/02/2024,31530400,8911600,Under Liquidation,COMPUTER PROGRAMMING,"E-505, Anna Salai, Whitefield, Tamil Nadu - 402633",ROC-CHENNAI
L83470TN2010PLC544900,HEALTHCARE PRIVATE LIMITED,Public,Company limited by shares,State Govt company,02/06/2010,19905052,24311990,Active,CONSTRUCTION,"E-505, Anna Salai, Satellite, Tamil Nadu - 422654",ROC-CHENNAI
L56980TN2009OPC147088,CORPORATIONS INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/01/2009,23350095,22970868,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Adyar, Tamil Nadu - 411203",ROC-CHENNAI
U60632TN2009PTC818004,SYSTEMS INTERNATIONAL CORPORATIONS LIMITED,Public,Unlimited Company,Non-govt company,08/09/2009,2347277,1915777,Dissolved,RETAIL TRADE,"D-404, MG Road, Satellite, Tamil Nadu - 410501",ROC-CHENNAI
L44041TN2000PLC188418,INNOVATIONS GLOBAL TEXTILES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/10/2000,34478636,13522327,Strike Off,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Tamil Nadu - 448313",ROC-CHENNAI
U46607TN2023PTC906131,ENTERPRISES REALTY PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,02/03/2023,42657346,4969774,Under Liquidation,REAL ESTATE ACTIVITIES,"E-505, Link Road, Adyar, Tamil Nadu - 535191",ROC-CHENNAI
L74460TN2013OPC866823,IMPORTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,09/05/2013,7905027,18985951,Active,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Satellite, Tamil Nadu - 537738",ROC-CHENNAI
U65425TN2017OPC865708,CHEMICALS HEALTHCARE GLOBAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,12/07/2017,28712589,1319525,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, MG Road, Andheri, Tamil Nadu - 407094",ROC-CHENNAI
U34022TN2010PLC862451,VENTURES LIMITED,Public,Unlimited Company,Non-govt company,11/08/2010,35866968,23238248,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Satellite, Tamil Nadu - 481845",ROC-CHENNAI
L25625TN2010PTC313862,CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,16/11/2010,19996943,6717275,Active,WHOLESALE TRADE,"D-404, Link Road, Satellite, Tamil Nadu - 485256",ROC-CHENNAI
U98837TN2003PTC866313,CONSULTANCY INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,20/09/2003,39978417,1896209,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Brigade Road, Adyar, Tamil Nadu - 534973",ROC-CHENNAI
U29007TN2004PTC828539,PHARMA HEALTHCARE LIMITED,Public,Company limited by shares,State Govt company,14/09/2004,23321560,10736700,Strike Off,MANUFACTURING (TEXTILES),"A-101, Anna Salai, Satellite, Tamil Nadu - 478385",ROC-CHENNAI
U16383TN2001PLC908850,PHARMA LIMITED,One Person Company,Unlimited Company,State Govt company,03/05/2001,8399565,8272619,Dissolved,EDUCATION,"C-303, Anna Salai, Borivali, Tamil Nadu - 518946",ROC-CHENNAI
L77504TN2001PLC738304,VENTURES FINANCE OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,02/07/2001,30465237,15198591,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Anna Salai, Adyar, Tamil Nadu - 484034",ROC-CHENNAI
L73424TN2020PTC586379,TRADING CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/05/2020,38256374,22753746,Amalgamated,EDUCATION,"E-505, MG Road, Adyar, Tamil Nadu - 467023",ROC-CHENNAI
L45431TN2010PLC777840,SERVICES GLOBAL LIMITED,One Person Company,Company limited by shares,Non-govt company,30/11/2010,29045209,4681597,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Satellite, Tamil Nadu - 529146",ROC-CHENNAI
L35560TN2006PTC224768,INVESTMENTS CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,18/05/2006,6207228,8441585,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Adyar, Tamil Nadu - 420064",ROC-CHENNAI
L11285TN2020PTC863784,MANUFACTURING PRIVATE LIMITED,Public,Unlimited Company,State Govt company,12/12/2020,25614202,22178548,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Andheri, Tamil Nadu - 545601",ROC-CHENNAI
L59185TN2021OPC640316,PHARMA HEALTHCARE TECH LIMITED,One Person Company,Company limited by guarantee,State Govt company,14/12/2021,33860202,6567991,Under Liquidation,RETAIL TRADE,"B-202, Anna Salai, Andheri, Tamil Nadu - 509942",ROC-CHENNAI
U96416TN2007OPC841234,DEVELOPERS TEXTILES REALTY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,27/10/2007,4100110,8390503,Dissolved,RETAIL TRADE,"B-202, Link Road, Satellite, Tamil Nadu - 444571",ROC-CHENNAI
U62659TN2004PTC630685,ENTERPRISES GLOBAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,27/07/2004,28979610,3881135,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, Park Street, Andheri, Tamil Nadu - 436806",ROC-CHENNAI
L34171TN2019PLC682688,HEALTHCARE ENTERPRISES SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,15/10/2019,27280085,14731688,Dissolved,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Whitefield, Tamil Nadu - 541155",ROC-CHENNAI
L90299TN2015PLC517931,MANUFACTURING HEALTHCARE INDIA OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,16/02/2015,21283754,2448842,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Andheri, Tamil Nadu - 454910",ROC-CHENNAI
L11200TN2019PTC801322,TRADING CONSULTANCY OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,07/10/2019,46222963,703294,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Adyar, Tamil Nadu - 531046",ROC-CHENNAI
L74533TN2011PTC385600,INVESTMENTS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,20/09/2011,44834400,7602554,Active,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Adyar, Tamil Nadu - 556157",ROC-CHENNAI
L11744TN2003PTC598547,REALTY OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,24/12/2003,32209443,15938889,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Adyar, Tamil Nadu - 535978",ROC-CHENNAI
L19601TN2015PLC457353,FOODS INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,16/10/2015,12717816,22882784,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Park Street, Satellite, Tamil Nadu - 432080",ROC-CHENNAI
L49216TN2004PLC892045,INDUSTRIES OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,05/12/2004,18317959,6501804,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Adyar, Tamil Nadu - 445681",ROC-CHENNAI
U21296TN2012OPC461907,PHARMA DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,17/05/2012,11021331,882546,Dissolved,CONSTRUCTION,"D-404, Anna Salai, Borivali, Tamil Nadu - 405516",ROC-CHENNAI
L73233TN2020OPC261554,ENTERPRISES TEXTILES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,30/04/2020,31084168,23508433,Active,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Whitefield, Tamil Nadu - 542649",ROC-CHENNAI
U97613TN2016OPC175969,INDIA LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/07/2016,23728621,9219248,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Tamil Nadu - 419087",ROC-CHENNAI
L68348TN2004OPC838737,TEXTILES SYSTEMS LIMITED,Public,Company limited by guarantee,Non-govt company,05/10/2004,24812556,10410313,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Whitefield, Tamil Nadu - 451210",ROC-CHENNAI
L56862TN2023OPC751005,TECHNOLOGIES LIMITED,Public,Unlimited Company,Non-govt company,21/05/2023,21201405,13083640,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, MG Road, Adyar, Tamil Nadu - 432150",ROC-CHENNAI
U13983TN2024OPC686589,CORPORATIONS SERVICES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,24/08/2024,3960720,19760534,Dissolved,WHOLESALE TRADE,"C-303, Link Road, Borivali, Tamil Nadu - 436043",ROC-CHENNAI
L75153TN2019PLC376109,REALTY TECHNOLOGIES LIMITED,Private,Unlimited Company,Non-govt company,13/01/2019,41285323,3625573,Active,FINANCIAL SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Tamil Nadu - 542518",ROC-CHENNAI
U14259TN2019PTC625580,CONSULTANCY LIMITED,Private,Company limited by guarantee,State Govt company,25/02/2019,44948684,12694266,Active,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Tamil Nadu - 439413",ROC-CHENNAI
U81140TN2018PLC106233,SOLUTIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,24/09/2018,40978786,12592263,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Adyar, Tamil Nadu - 507064",ROC-CHENNAI
U81183TN2004OPC108673,MANUFACTURING CHEMICALS VENTURES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,27/08/2004,35804388,7681465,Strike Off,MANUFACTURING (TEXTILES),"A-101, Park Street, Borivali, Tamil Nadu - 462288",ROC-CHENNAI
U57984TN2018PLC441883,HEALTHCARE LIMITED,Public,Unlimited Company,State Govt company,02/06/2018,27946023,6826350,Under Liquidation,RETAIL TRADE,"D-404, Link Road, Satellite, Tamil Nadu - 538102",ROC-CHENNAI
U89998TN2018PTC709791,CORPORATIONS LIMITED,One Person Company,Company limited by shares,State Govt company,02/11/2018,33730919,17789631,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, MG Road, Adyar, Tamil Nadu - 522254",ROC-CHENNAI
L67317TN2018PTC756863,FOODS TECH INTERNATIONAL OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,24/10/2018,49854345,2328207,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Borivali, Tamil Nadu - 416746",ROC-CHENNAI
L25803TN2018PLC217206,TECHNOLOGIES EXPORTS TEXTILES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/04/2018,47398242,8100927,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"C-303, Brigade Road, Borivali, Tamil Nadu - 442461",ROC-CHENNAI
U29915TN2020OPC280631,FOODS CAPITAL PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,18/08/2020,6523761,10645717,Active,REAL ESTATE ACTIVITIES,"D-404, Anna Salai, Borivali, Tamil Nadu - 489979",ROC-CHENNAI
L11796TN2024PTC792689,TRADING PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,17/01/2024,46442554,11161760,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, MG Road, Satellite, Tamil Nadu - 509238",ROC-CHENNAI
L54808TN2017OPC407078,DEVELOPERS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,28/06/2017,41530471,2046814,Dissolved,CONSTRUCTION,"D-404, MG Road, Whitefield, Tamil Nadu - 498616",ROC-CHENNAI
U35005TN2001OPC179116,SERVICES TRADING CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,31/07/2001,49576165,8755907,Active,CONSTRUCTION,"C-303, Link Road, Satellite, Tamil Nadu - 536511",ROC-CHENNAI
L41909TN2001PTC615916,SOLUTIONS INVESTMENTS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,27/02/2001,33587614,1315431,Dissolved,CONSTRUCTION,"B-202, Park Street, Satellite, Tamil Nadu - 468528",ROC-CHENNAI
U91201TN2005PLC354050,CORPORATIONS EXPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,03/09/2005,38534561,5306282,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Anna Salai, Borivali, Tamil Nadu - 408851",ROC-CHENNAI
U52178TN2001PTC457351,INTERNATIONAL FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,09/04/2001,20523681,18160272,Active,MANUFACTURING (TEXTILES),"C-303, MG Road, Whitefield, Tamil Nadu - 515573",ROC-CHENNAI
U70771TN2020PLC586913,CORPORATIONS EDUCATION PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,11/05/2020,41345645,24145230,Active,CONSTRUCTION,"A-101, Link Road, Satellite, Tamil Nadu - 414926",ROC-CHENNAI
U97444TN2016PTC987788,TRADING LIMITED,Private,Unlimited Company,Non-govt company,26/02/2016,34775061,3006376,Dissolved,ACCOMMODATION AND FOOD SERVICE,"C-303, Park Street, Borivali, Tamil Nadu - 428086",ROC-CHENNAI
U87358TN2020OPC432025,INDUSTRIES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,30/07/2020,19710276,23911270,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"B-202, Brigade Road, Satellite, Tamil Nadu - 400624",ROC-CHENNAI
U62242TN2006PLC567006,TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,18/07/2006,5345216,1642676,Under Liquidation,WHOLESALE TRADE,"B-202, Park Street, Adyar, Tamil Nadu - 457189",ROC-CHENNAI
U38621TN2001OPC227804,VENTURES GLOBAL DEVELOPERS PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,18/04/2001,32496874,4303938,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, Park Street, Satellite, Tamil Nadu - 554502",ROC-CHENNAI
U38139TN2000PLC245745,CHEMICALS TECHNOLOGIES GLOBAL LIMITED,Private,Unlimited Company,Non-govt company,31/01/2000,23842945,6899831,Under Liquidation,WHOLESALE TRADE,"B-202, Park Street, Borivali, Tamil Nadu - 483640",ROC-CHENNAI
L86964TN2007OPC923730,CAPITAL INNOVATIONS INVESTMENTS LIMITED,Private,Company limited by guarantee,State Govt company,14/12/2007,2474055,4633429,Strike Off,COMPUTER PROGRAMMING,"B-202, Anna Salai, Borivali, Tamil Nadu - 491387",ROC-CHENNAI
L98822TN2010PTC382620,EXPORTS CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,26/11/2010,8026051,14019907,Amalgamated,MANUFACTURING (CHEMICALS),"D-404, MG Road, Satellite, Tamil Nadu - 494550",ROC-CHENNAI
L20152TN2015PLC785944,EXPORTS HEALTHCARE INVESTMENTS LIMITED,One Person Company,Company limited by shares,State Govt company,22/10/2015,10443856,17171961,Dissolved,REAL ESTATE ACTIVITIES,"D-404, Park Street, Satellite, Tamil Nadu - 498060",ROC-CHENNAI
U61136TN2023OPC513071,TRADING INDUSTRIES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,18/11/2023,8789394,7961654,Active,WHOLESALE TRADE,"C-303, Link Road, Adyar, Tamil Nadu - 431319",ROC-CHENNAI
L71317TN2023OPC387698,IMPORTS FOODS LIMITED,Public,Company limited by guarantee,State Govt company,25/05/2023,28036169,4869667,Active,CONSTRUCTION,"A-101, Link Road, Borivali, Tamil Nadu - 448832",ROC-CHENNAI
U67483TN2015PTC904014,PHARMA MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,13/01/2015,41532427,741534,Dissolved,CONSTRUCTION,"B-202, Anna Salai, Borivali, Tamil Nadu - 493327",ROC-CHENNAI
L52100TN2000PTC208868,MANUFACTURING INVESTMENTS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,04/07/2000,28606284,10009405,Active,WHOLESALE TRADE,"D-404, MG Road, Adyar, Tamil Nadu - 470868",ROC-CHENNAI
L12176TN2021OPC523461,TECH OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/05/2021,12789333,4052357,Amalgamated,COMPUTER PROGRAMMING,"C-303, Link Road, Andheri, Tamil Nadu - 443116",ROC-CHENNAI
L27001TN2010OPC448314,INDIA PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,14/11/2010,10111973,4139821,Strike Off,EDUCATION,"C-303, Anna Salai, Adyar, Tamil Nadu - 403753",ROC-CHENNAI
L58966TN2012OPC450642,SOLUTIONS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,27/08/2012,2874105,22557397,Active,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Borivali, Tamil Nadu - 407812",ROC-CHENNAI
L80520TN2015PTC754312,ENTERPRISES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,17/01/2015,11068536,9407748,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Borivali, Tamil Nadu - 456043",ROC-CHENNAI
L30762TN2016PTC505820,PHARMA TRADING SERVICES LIMITED,Public,Company limited by shares,State Govt company,09/12/2016,5383199,14776335,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Anna Salai, Adyar, Tamil Nadu - 480555",ROC-CHENNAI
U93425TN2002PLC474650,EXPORTS SYSTEMS TRADING OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,11/05/2002,18318414,22120591,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Satellite, Tamil Nadu - 492981",ROC-CHENNAI
L57637TN2001PLC191872,FINANCE TEXTILES CAPITAL LIMITED,One Person Company,Company limited by guarantee,State Govt company,19/05/2001,16791619,590712,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Whitefield, Tamil Nadu - 413903",ROC-CHENNAI
L17720TN2022OPC473813,CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,29/08/2022,30566173,16989523,Active,ACCOMMODATION AND FOOD SERVICE,"C-303, Anna Salai, Andheri, Tamil Nadu - 518297",ROC-CHENNAI
