CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
U45940KA2021PTC447719,EDUCATION TRADING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,22/02/2021,30171930,16094264,Amalgamated,RETAIL TRADE,"B-202, MG Road, Satellite, Karnataka - 503097",ROC-BANGALORE
U21610KA2002PLC497504,SYSTEMS EDUCATION TEXTILES LIMITED,Public,Company limited by shares,Non-govt company,22/03/2002,34276896,17155345,Under Liquidation,COMPUTER PROGRAMMING,"C-303, Link Road, Borivali, Karnataka - 470009",ROC-BANGALORE
L14763KA2001PTC870287,ENTERPRISES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/02/2001,25622174,23194334,Amalgamated,EDUCATION,"B-202, Park Street, Satellite, Karnataka - 535424",ROC-BANGALORE
U50028KA2017OPC306962,CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,02/07/2017,33188137,18241983,Amalgamated,MANUFACTURING (TEXTILES),"D-404, MG Road, Adyar, Karnataka - 435491",ROC-BANGALORE
U19814KA2012PTC413220,FINANCE OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/09/2012,11611432,10629862,Amalgamated,RETAIL TRADE,"D-404, MG Road, Satellite, Karnataka - 500233",ROC-BANGALORE
L69101KA2021OPC196550,CHEMICALS SYSTEMS LIMITED,Private,Company limited by guarantee,Non-govt company,12/09/2021,32381456,9719482,Strike Off,MANUFACTURING (TEXTILES),"D-404, Park Street, Satellite, Karnataka - 551152",ROC-BANGALORE
U77964KA2013OPC510379,CHEMICALS REALTY OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/02/2013,30946799,14657055,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Anna Salai, Andheri, Karnataka - 523593",ROC-BANGALORE
U11564KA2016OPC882946,TEXTILES IMPORTS OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,24/02/2016,48104900,2397934,Dissolved,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Link Road, Adyar, Karnataka - 495005",ROC-BANGALORE
L89203KA2003OPC305330,TRADING INDUSTRIES LIMITED,Private,Company limited by shares,State Govt company,24/09/2003,33411454,24774830,Active,FINANCIAL SERVICE ACTIVITIES,"D-404, Brigade Road, Satellite, Karnataka - 474838",ROC-BANGALORE
U27657KA2007PLC530373,PHARMA GLOBAL LIMITED,Private,Unlimited Company,Non-govt company,22/01/2007,47036772,19461846,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Andheri, Karnataka - 539488",ROC-BANGALORE
L42873KA2011PTC789132,CHEMICALS IMPORTS TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,07/09/2011,16139281,13016355,Active,RETAIL TRADE,"C-303, Park Street, Whitefield, Karnataka - 499573",ROC-BANGALORE
U22961KA2009OPC705467,VENTURES LIMITED,Public,Company limited by shares,State Govt company,13/06/2009,36907282,18250593,Under Liquidation,RETAIL TRADE,"B-202, Brigade Road, Borivali, Karnataka - 542307",ROC-BANGALORE
L56967KA2017OPC869436,SOLUTIONS GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,29/03/2017,14656520,10234524,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Borivali, Karnataka - 484932",ROC-BANGALORE
L67369KA2023PLC441578,EDUCATION GLOBAL SERVICES LIMITED,Private,Company limited by guarantee,Non-govt company,15/12/2023,41913302,9158010,Active,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Andheri, Karnataka - 547621",ROC-BANGALORE
L13873KA2016PLC988853,TEXTILES OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,06/04/2016,30300670,17985223,Dissolved,WHOLESALE TRADE,"D-404, MG Road, Satellite, Karnataka - 467703",ROC-BANGALORE
L96855KA2006PTC604777,MANUFACTURING INVESTMENTS DEVELOPERS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,19/08/2006,2187877,3656549,Dissolved,COMPUTER PROGRAMMING,"B-202, Link Road, Andheri, Karnataka - 500103",ROC-BANGALORE
L93506KA2015OPC717548,CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,22/07/2015,18423616,18658025,Active,COMPUTER PROGRAMMING,"D-404, Park Street, Whitefield, Karnataka - 452794",ROC-BANGALORE
U67135KA2012PTC167680,TECH EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,09/08/2012,39197639,9499051,Strike Off,WHOLESALE TRADE,"B-202, Park Street, Borivali, Karnataka - 459970",ROC-BANGALORE
L79937KA2006OPC134735,IMPORTS VENTURES CONSULTANCY PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,16/05/2006,4428968,23826858,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"E-505, MG Road, Satellite, Karnataka - 425779",ROC-BANGALORE
U55659KA2017PLC901645,VENTURES LIMITED,One Person Company,Company limited by shares,Non-govt company,24/05/2017,28836428,13240440,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Adyar, Karnataka - 493131",ROC-BANGALORE
L24616KA2013PLC926223,TECHNOLOGIES INNOVATIONS PHARMA PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,09/12/2013,23006343,8949288,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Park Street, Satellite, Karnataka - 483811",ROC-BANGALORE
U41560KA2022PTC844184,EXPORTS SYSTEMS TECHNOLOGIES OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,20/10/2022,1037980,1511428,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Whitefield, Karnataka - 542787",ROC-BANGALORE
U64848KA2009PTC136407,PHARMA CONSULTANCY LIMITED,Public,Unlimited Company,State Govt company,01/06/2009,31436817,21971756,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Karnataka - 514765",ROC-BANGALORE
U88624KA2008PLC664144,SYSTEMS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,05/11/2008,24911304,5083493,Amalgamated,INFORMATION SERVICE ACTIVITIES,"A-101, Anna Salai, Borivali, Karnataka - 413467",ROC-BANGALORE
U65735KA2003PTC151571,INDUSTRIES TRADING PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,13/04/2003,20543329,23992549,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Whitefield, Karnataka - 459663",ROC-BANGALORE
U81883KA2019PLC870387,CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/09/2019,23718516,18515856,Active,CONSTRUCTION,"C-303, Link Road, Borivali, Karnataka - 548332",ROC-BANGALORE
U22678KA2018OPC197465,CONSTRUCTIONS INTERNATIONAL CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/10/2018,28516151,20169413,Active,WHOLESALE TRADE,"C-303, Link Road, Borivali, Karnataka - 535008",ROC-BANGALORE
U26626KA2014OPC786703,SYSTEMS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,21/05/2014,22862155,10603787,Strike Off,RETAIL TRADE,"A-101, MG Road, Borivali, Karnataka - 449319",ROC-BANGALORE
L69348KA2002PLC469063,INDUSTRIES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,02/05/2002,31725441,7026251,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"D-404, Link Road, Whitefield, Karnataka - 522359",ROC-BANGALORE
U25760KA2024OPC714001,VENTURES SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,08/07/2024,32387285,4641186,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Andheri, Karnataka - 546691",ROC-BANGALORE
U71283KA2014OPC831819,SERVICES FINANCE INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,03/02/2014,43620322,22744069,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Link Road, Andheri, Karnataka - 410654",ROC-BANGALORE
L14232KA2000OPC697882,IMPORTS PHARMA ENTERPRISES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/08/2000,42601667,8576450,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Anna Salai, Andheri, Karnataka - 401707",ROC-BANGALORE
U85007KA2014PTC243520,DEVELOPERS HEALTHCARE LIMITED,Private,Company limited by shares,State Govt company,18/02/2014,26616056,24710899,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Park Street, Whitefield, Karnataka - 544794",ROC-BANGALORE
U76710KA2020PTC511574,TEXTILES VENTURES LIMITED,Private,Unlimited Company,State Govt company,23/10/2020,7445115,24018875,Strike Off,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Karnataka - 554377",ROC-BANGALORE
U38260KA2023PTC567740,CHEMICALS INVESTMENTS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,18/08/2023,6629141,16777633,Dissolved,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Adyar, Karnataka - 484508",ROC-BANGALORE
U77816KA2022PTC339773,REALTY OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,04/05/2022,14532526,3321398,Under Liquidation,WHOLESALE TRADE,"D-404, Brigade Road, Adyar, Karnataka - 407254",ROC-BANGALORE
U98340KA2009PLC684451,FINANCE HEALTHCARE INNOVATIONS PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,31/01/2009,47854733,2830751,Active,EDUCATION,"E-505, Park Street, Satellite, Karnataka - 512447",ROC-BANGALORE
U78762KA2017OPC587701,CONSULTANCY LIMITED,Public,Unlimited Company,State Govt company,24/08/2017,33907317,5889578,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Link Road, Andheri, Karnataka - 413529",ROC-BANGALORE
U70512KA2023OPC388315,SERVICES CORPORATIONS LIMITED,Public,Unlimited Company,State Govt company,17/10/2023,8270544,8684595,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Whitefield, Karnataka - 456645",ROC-BANGALORE
U44607KA2000OPC268124,ENTERPRISES HEALTHCARE REALTY LIMITED,Private,Unlimited Company,Non-govt company,01/06/2000,4483568,4197660,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Whitefield, Karnataka - 546419",ROC-BANGALORE
L49542KA2018PTC695289,VENTURES OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,05/10/2018,6850539,10418036,Dissolved,CONSTRUCTION,"C-303, Link Road, Whitefield, Karnataka - 529783",ROC-BANGALORE
L64212KA2018PLC511619,SOLUTIONS REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/09/2018,2958572,23520398,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Karnataka - 418382",ROC-BANGALORE
L35010KA2015OPC492087,EXPORTS SYSTEMS CORPORATIONS LIMITED,Public,Unlimited Company,State Govt company,22/11/2015,16715810,21569582,Strike Off,WHOLESALE TRADE,"C-303, Link Road, Andheri, Karnataka - 511158",ROC-BANGALORE
U93070KA2023PLC663944,INNOVATIONS TECH PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,02/11/2023,36785204,866129,Active,MANUFACTURING (TEXTILES),"E-505, Park Street, Borivali, Karnataka - 531433",ROC-BANGALORE
U67999KA2008OPC927296,VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/12/2008,3651879,22633266,Strike Off,EDUCATION,"C-303, MG Road, Borivali, Karnataka - 411826",ROC-BANGALORE
U32558KA2018PLC561369,PHARMA TECHNOLOGIES FOODS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/11/2018,8082592,23115870,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"D-404, Brigade Road, Whitefield, Karnataka - 543810",ROC-BANGALORE
L41358KA2000PTC326963,FOODS TECHNOLOGIES LIMITED,One Person Company,Unlimited Company,Non-govt company,01/10/2000,12905288,16261505,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Karnataka - 406767",ROC-BANGALORE
U67709KA2024PLC902839,CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,31/10/2024,37698989,18357271,Strike Off,ACCOMMODATION AND FOOD SERVICE,"A-101, Park Street, Borivali, Karnataka - 523308",ROC-BANGALORE
U64904KA2002OPC395620,CONSTRUCTIONS INVESTMENTS LIMITED,One Person Company,Unlimited Company,State Govt company,13/04/2002,4566527,14101517,Strike Off,MANUFACTURING (CHEMICALS),"B-202, Brigade Road, Satellite, Karnataka - 448463",ROC-BANGALORE
U13467KA2010PLC856858,TECHNOLOGIES ENTERPRISES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,13/07/2010,18309938,17819646,Active,EDUCATION,"B-202, Anna Salai, Whitefield, Karnataka - 504533",ROC-BANGALORE
U30192KA2012PTC117801,CORPORATIONS SERVICES TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,06/05/2012,40107292,7804189,Active,CONSTRUCTION,"C-303, Link Road, Adyar, Karnataka - 465977",ROC-BANGALORE
U59475KA2007PLC161030,HEALTHCARE LIMITED,Private,Company limited by guarantee,State Govt company,28/03/2007,13814777,14280443,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Whitefield, Karnataka - 481787",ROC-BANGALORE
U16470KA2019PLC498458,FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,24/05/2019,33318303,2980796,Active,CONSTRUCTION,"E-505, MG Road, Adyar, Karnataka - 427028",ROC-BANGALORE
L32456KA2015PLC435897,SOLUTIONS REALTY PHARMA OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,28/10/2015,3831235,247751,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Park Street, Whitefield, Karnataka - 510275",ROC-BANGALORE
U41425KA2018PTC614217,CHEMICALS INDIA OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,16/12/2018,7280405,16896393,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Borivali, Karnataka - 423060",ROC-BANGALORE
U15124KA2020OPC645735,CAPITAL MANUFACTURING LIMITED,One Person Company,Unlimited Company,State Govt company,23/04/2020,30842022,7610083,Strike Off,MANUFACTURING (TEXTILES),"D-404, Brigade Road, Satellite, Karnataka - 544901",ROC-BANGALORE
U57873KA2008OPC635790,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,07/02/2008,12245374,13598951,Strike Off,MANUFACTURING (TEXTILES),"B-202, MG Road, Satellite, Karnataka - 420716",ROC-BANGALORE
L91052KA2002PTC686518,INNOVATIONS TRADING CAPITAL LIMITED,Public,Company limited by shares,Non-govt company,22/01/2002,36159572,5880966,Amalgamated,INFORMATION SERVICE ACTIVITIES,"B-202, Brigade Road, Andheri, Karnataka - 512794",ROC-BANGALORE
U81012KA2023PLC644188,TRADING SYSTEMS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,16/10/2023,45329603,11129806,Dissolved,REAL ESTATE ACTIVITIES,"B-202, MG Road, Andheri, Karnataka - 495809",ROC-BANGALORE
U93615KA2013PLC864733,CONSTRUCTIONS TECH INNOVATIONS PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,08/10/2013,16305635,6007848,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, MG Road, Andheri, Karnataka - 412359",ROC-BANGALORE
L72272KA2001OPC740138,INNOVATIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,14/01/2001,13404422,10292860,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Satellite, Karnataka - 470620",ROC-BANGALORE
U14791KA2024PTC981426,EXPORTS HEALTHCARE PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,16/02/2024,47014260,6401732,Dissolved,MANUFACTURING (TEXTILES),"D-404, Link Road, Satellite, Karnataka - 454375",ROC-BANGALORE
U35278KA2022PTC998284,INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,21/08/2022,49429171,20424982,Active,COMPUTER PROGRAMMING,"A-101, MG Road, Satellite, Karnataka - 550816",ROC-BANGALORE
U48708KA2006PLC478641,REALTY LIMITED,Private,Unlimited Company,Non-govt company,13/11/2006,6582941,7700654,Active,WHOLESALE TRADE,"B-202, Link Road, Borivali, Karnataka - 545915",ROC-BANGALORE
U13377KA2023PTC695661,FOODS LIMITED,One Person Company,Unlimited Company,State Govt company,31/08/2023,42300103,11704705,Active,REAL ESTATE ACTIVITIES,"B-202, Link Road, Adyar, Karnataka - 549760",ROC-BANGALORE
L21602KA2019OPC503795,TEXTILES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,29/03/2019,42516018,2914316,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Link Road, Satellite, Karnataka - 540084",ROC-BANGALORE
L69943KA2010PLC795149,CONSULTANCY DEVELOPERS CORPORATIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,13/11/2010,49333881,24911465,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"E-505, MG Road, Whitefield, Karnataka - 478697",ROC-BANGALORE
U53975KA2020PLC298512,PHARMA IMPORTS INNOVATIONS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,20/10/2020,9957833,6247168,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Satellite, Karnataka - 490701",ROC-BANGALORE
U49899KA2006PLC534406,EDUCATION DEVELOPERS HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/10/2006,5332581,10596327,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, MG Road, Borivali, Karnataka - 430665",ROC-BANGALORE
L27957KA2016OPC650726,CAPITAL INDIA INVESTMENTS LIMITED,Public,Unlimited Company,State Govt company,01/06/2016,15461911,167125,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Adyar, Karnataka - 531661",ROC-BANGALORE
U76849KA2021PLC598779,CHEMICALS INDIA LIMITED,Public,Company limited by guarantee,Non-govt company,25/06/2021,48428283,3249344,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Park Street, Andheri, Karnataka - 437655",ROC-BANGALORE
L32079KA2001PTC301341,TEXTILES CONSULTANCY REALTY PRIVATE LIMITED,Private,Company limited by shares,State Govt company,21/11/2001,10726726,17260057,Active,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Borivali, Karnataka - 454020",ROC-BANGALORE
L92782KA2008PLC627497,CAPITAL OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,08/06/2008,9219262,17652690,Active,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Karnataka - 443527",ROC-BANGALORE
U14277KA2023OPC290398,INTERNATIONAL CHEMICALS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,21/02/2023,30240690,23397771,Amalgamated,REAL ESTATE ACTIVITIES,"D-404, MG Road, Whitefield, Karnataka - 400344",ROC-BANGALORE
L28243KA2017PLC443330,FOODS ENTERPRISES EDUCATION LIMITED,Public,Unlimited Company,Non-govt company,21/01/2017,12520126,20798137,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Adyar, Karnataka - 417466",ROC-BANGALORE
U97207KA2018PLC833964,INNOVATIONS CHEMICALS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,11/04/2018,41297075,17179834,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Link Road, Andheri, Karnataka - 424974",ROC-BANGALORE
L56037KA2002OPC727136,TECH FOODS ENTERPRISES LIMITED,Public,Company limited by guarantee,State Govt company,13/07/2002,18382443,18049164,Dissolved,MANUFACTURING (FOOD PRODUCTS),"E-505, Anna Salai, Borivali, Karnataka - 438506",ROC-BANGALORE
L34665KA2010PLC541925,TEXTILES INTERNATIONAL CAPITAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,07/08/2010,33403253,5703786,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Satellite, Karnataka - 548562",ROC-BANGALORE
L50361KA2016OPC271826,CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,30/07/2016,9307137,12583199,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Satellite, Karnataka - 514953",ROC-BANGALORE
U46081KA2014PTC690522,TEXTILES CHEMICALS SOLUTIONS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,16/01/2014,33567639,7410355,Under Liquidation,REAL ESTATE ACTIVITIES,"D-404, Link Road, Borivali, Karnataka - 496481",ROC-BANGALORE
U37034KA2012PTC587790,TECH INNOVATIONS CAPITAL PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/09/2012,10988250,10283267,Active,CONSTRUCTION,"B-202, MG Road, Adyar, Karnataka - 506233",ROC-BANGALORE
L59611KA2011PTC269425,VENTURES SOLUTIONS EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,17/07/2011,44846005,13116886,Dissolved,COMPUTER PROGRAMMING,"D-404, Park Street, Satellite, Karnataka - 444664",ROC-BANGALORE
L79527KA2023PLC117240,CAPITAL CHEMICALS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,11/04/2023,47115426,21984070,Dissolved,MANUFACTURING (CHEMICALS),"A-101, Brigade Road, Satellite, Karnataka - 521966",ROC-BANGALORE
L86791KA2009OPC108081,DEVELOPERS MANUFACTURING LIMITED,Public,Company limited by shares,State Govt company,17/01/2009,19927025,2157324,Strike Off,COMPUTER PROGRAMMING,"A-101, MG Road, Borivali, Karnataka - 464764",ROC-BANGALORE
U33739KA2017PTC712439,IMPORTS TECH PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,16/08/2017,29985557,15020759,Strike Off,CONSTRUCTION,"A-101, Brigade Road, Whitefield, Karnataka - 414886",ROC-BANGALORE
L59361KA2003OPC738258,SYSTEMS INVESTMENTS TECH OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/09/2003,35620920,1125080,Active,MANUFACTURING (FOOD PRODUCTS),"A-101, Link Road, Whitefield, Karnataka - 510947",ROC-BANGALORE
U44922KA2024OPC469952,CONSULTANCY IMPORTS LIMITED,Private,Company limited by guarantee,State Govt company,16/09/2024,13440884,2117237,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"A-101, Brigade Road, Whitefield, Karnataka - 556076",ROC-BANGALORE
L30187KA2013OPC629480,CORPORATIONS SYSTEMS LIMITED,One Person Company,Company limited by guarantee,State Govt company,19/08/2013,14060146,10036071,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Karnataka - 406133",ROC-BANGALORE
U93071KA2006PTC388153,VENTURES INDIA LIMITED,Public,Company limited by shares,Non-govt company,16/10/2006,16811895,24798915,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"A-101, MG Road, Whitefield, Karnataka - 430428",ROC-BANGALORE
L74899KA2018OPC988094,REALTY LIMITED,Public,Unlimited Company,Non-govt company,27/06/2018,2946572,22494238,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"E-505, Park Street, Whitefield, Karnataka - 437942",ROC-BANGALORE
U71056KA2018OPC262117,GLOBAL CONSTRUCTIONS VENTURES PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,24/10/2018,42283027,13050061,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, MG Road, Andheri, Karnataka - 485011",ROC-BANGALORE
U60488KA2019OPC984112,GLOBAL REALTY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/11/2019,34529448,22833371,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Borivali, Karnataka - 406768",ROC-BANGALORE
L42754KA2020PTC987887,CAPITAL LIMITED,Private,Company limited by guarantee,State Govt company,24/02/2020,106390,8033070,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, Park Street, Whitefield, Karnataka - 415626",ROC-BANGALORE
U66194KA2012PLC238729,DEVELOPERS SOLUTIONS SYSTEMS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,16/10/2012,35753415,9327701,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Karnataka - 556597",ROC-BANGALORE
U98163KA2009PLC485554,CAPITAL INDIA LIMITED,One Person Company,Company limited by shares,Non-govt company,30/01/2009,37871521,23105745,Amalgamated,RETAIL TRADE,"E-505, MG Road, Satellite, Karnataka - 407855",ROC-BANGALORE
U41242KA2012PLC241669,CAPITAL INTERNATIONAL CORPORATIONS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,05/04/2012,22116094,11837061,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, MG Road, Andheri, Karnataka - 491371",ROC-BANGALORE
U21348KA2024PTC441571,CORPORATIONS EXPORTS LIMITED,Public,Unlimited Company,State Govt company,30/06/2024,16263808,12566754,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Park Street, Whitefield, Karnataka - 400732",ROC-BANGALORE
U29311KA2007PTC529487,CONSTRUCTIONS SERVICES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,12/03/2007,34626606,2601614,Active,INFORMATION SERVICE ACTIVITIES,"B-202, MG Road, Borivali, Karnataka - 450392",ROC-BANGALORE
U26797KA2016OPC221925,TEXTILES FOODS INDIA OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,28/08/2016,45359498,22117837,Strike Off,MANUFACTURING (FOOD PRODUCTS),"B-202, Link Road, Whitefield, Karnataka - 531961",ROC-BANGALORE
L36422KA2019OPC383529,CONSULTANCY LIMITED,Private,Company limited by shares,State Govt company,18/04/2019,15660247,8925667,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Andheri, Karnataka - 546407",ROC-BANGALORE
L35083KA2020PLC495085,REALTY INDIA OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,19/05/2020,38742002,4285648,Strike Off,RETAIL TRADE,"D-404, Park Street, Andheri, Karnataka - 420361",ROC-BANGALORE
L64394KA2003OPC922475,CONSTRUCTIONS TRADING LIMITED,Public,Company limited by guarantee,Non-govt company,01/10/2003,35951136,8496342,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"E-505, Park Street, Satellite, Karnataka - 482395",ROC-BANGALORE
U52132KA2014OPC217802,TEXTILES INNOVATIONS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,22/07/2014,29717663,9496396,Active,RETAIL TRADE,"B-202, Park Street, Satellite, Karnataka - 553512",ROC-BANGALORE
