CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L15915GJ2011PTC153574,INNOVATIONS PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,20/05/2011,11542298,23925493,Under Liquidation,WHOLESALE TRADE,"A-101, Anna Salai, Adyar, Gujarat - 447751",ROC-AHMEDABAD
U15566GJ2018PLC339417,MANUFACTURING INDIA EDUCATION LIMITED,One Person Company,Company limited by guarantee,Non-govt company,27/06/2018,11842550,11592595,Strike Off,CONSTRUCTION,"B-202, Park Street, Satellite, Gujarat - 455936",ROC-AHMEDABAD
U99327GJ2011OPC561533,TEXTILES EDUCATION FOODS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/04/2011,42112649,9472145,Strike Off,MANUFACTURING (TEXTILES),"E-505, MG Road, Satellite, Gujarat - 460274",ROC-AHMEDABAD
U40770GJ2016PLC300793,GLOBAL EDUCATION OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,04/04/2016,8190762,6637373,Dissolved,MANUFACTURING (FOOD PRODUCTS),"A-101, Anna Salai, Adyar, Gujarat - 504803",ROC-AHMEDABAD
L14057GJ2020OPC327920,INTERNATIONAL PRIVATE LIMITED,Public,Company limited by shares,State Govt company,10/05/2020,9922226,23334979,Dissolved,REAL ESTATE ACTIVITIES,"B-202, Anna Salai, Whitefield, Gujarat - 427930",ROC-AHMEDABAD
L58267GJ2000OPC977737,INDUSTRIES LIMITED,Public,Company limited by guarantee,State Govt company,12/01/2000,38216664,5676387,Strike Off,FINANCIAL SERVICE ACTIVITIES,"B-202, Link Road, Adyar, Gujarat - 442628",ROC-AHMEDABAD
L13153GJ2011OPC288617,REALTY FINANCE PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,25/01/2011,33420229,4963101,Under Liquidation,EDUCATION,"E-505, Park Street, Adyar, Gujarat - 509263",ROC-AHMEDABAD
U71656GJ2000PLC770309,CHEMICALS VENTURES LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/08/2000,12081462,145140,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"C-303, Park Street, Borivali, Gujarat - 472301",ROC-AHMEDABAD
L73181GJ2003PLC496913,TECH OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,25/01/2003,40783580,18357380,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Anna Salai, Satellite, Gujarat - 482236",ROC-AHMEDABAD
U46691GJ2001PTC517847,FOODS PRIVATE LIMITED,Public,Company limited by shares,State Govt company,12/05/2001,44581640,19603923,Strike Off,EDUCATION,"D-404, Park Street, Andheri, Gujarat - 530569",ROC-AHMEDABAD
U97024GJ2015PLC292628,CORPORATIONS FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/12/2015,32270836,1199294,Strike Off,EDUCATION,"B-202, Park Street, Adyar, Gujarat - 459626",ROC-AHMEDABAD
U96645GJ2022PLC443393,EXPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,22/05/2022,17159852,16637683,Strike Off,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Andheri, Gujarat - 429626",ROC-AHMEDABAD
L73978GJ2019OPC963263,INVESTMENTS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,05/10/2019,42747504,14515448,Under Liquidation,MANUFACTURING (TEXTILES),"D-404, Park Street, Whitefield, Gujarat - 415981",ROC-AHMEDABAD
U82713GJ2008PLC462353,CAPITAL PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,29/09/2008,31089649,23992978,Active,COMPUTER PROGRAMMING,"D-404, Anna Salai, Whitefield, Gujarat - 440913",ROC-AHMEDABAD
L11228GJ2024PLC761977,REALTY INDIA IMPORTS LIMITED,Public,Company limited by guarantee,State Govt company,12/05/2024,20267541,5486062,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Adyar, Gujarat - 535608",ROC-AHMEDABAD
U12645GJ2004PTC277341,CONSTRUCTIONS IMPORTS CONSULTANCY OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,15/10/2004,397957,16238016,Under Liquidation,CONSTRUCTION,"A-101, MG Road, Whitefield, Gujarat - 414159",ROC-AHMEDABAD
U16732GJ2019PLC667085,INVESTMENTS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,20/03/2019,30272474,21321151,Dissolved,WHOLESALE TRADE,"C-303, MG Road, Andheri, Gujarat - 473188",ROC-AHMEDABAD
U46289GJ2001PLC160605,HEALTHCARE LIMITED,One Person Company,Company limited by guarantee,State Govt company,26/01/2001,32553331,14765582,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","D-404, Park Street, Whitefield, Gujarat - 498530",ROC-AHMEDABAD
U73115GJ2010PLC685761,CORPORATIONS LIMITED,One Person Company,Unlimited Company,Non-govt company,01/10/2010,49481000,10504495,Dissolved,CONSTRUCTION,"B-202, Park Street, Whitefield, Gujarat - 492939",ROC-AHMEDABAD
U89404GJ2007PTC431261,SERVICES IMPORTS INDIA LIMITED,Public,Company limited by shares,State Govt company,06/07/2007,44162182,17977733,Under Liquidation,MANUFACTURING (TEXTILES),"D-404, Anna Salai, Satellite, Gujarat - 535488",ROC-AHMEDABAD
L56713GJ2001PTC397363,CONSULTANCY PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,18/09/2001,47052969,2732192,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Park Street, Andheri, Gujarat - 483319",ROC-AHMEDABAD
U22988GJ2018PLC480907,EXPORTS INTERNATIONAL LIMITED,Private,Company limited by guarantee,State Govt company,12/01/2018,44900483,6701883,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, Park Street, Andheri, Gujarat - 497625",ROC-AHMEDABAD
L14659GJ2012OPC163218,INDUSTRIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,30/07/2012,35235802,18579712,Dissolved,MANUFACTURING (FOOD PRODUCTS),"C-303, Link Road, Whitefield, Gujarat - 468405",ROC-AHMEDABAD
L37398GJ2014OPC217482,TRADING OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,01/12/2014,37916973,23343025,Dissolved,FINANCIAL SERVICE ACTIVITIES,"B-202, Brigade Road, Satellite, Gujarat - 506887",ROC-AHMEDABAD
U72541GJ2008PLC268880,INNOVATIONS LIMITED,Private,Company limited by shares,State Govt company,23/09/2008,15069941,8915681,Active,RETAIL TRADE,"C-303, MG Road, Whitefield, Gujarat - 501015",ROC-AHMEDABAD
L12814GJ2003OPC317018,EXPORTS TRADING PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,09/07/2003,25217830,6268054,Amalgamated,EDUCATION,"B-202, Link Road, Satellite, Gujarat - 542136",ROC-AHMEDABAD
U68897GJ2007PTC199726,MANUFACTURING LIMITED,Public,Unlimited Company,State Govt company,29/08/2007,13253430,22186761,Active,ACCOMMODATION AND FOOD SERVICE,"E-505, MG Road, Adyar, Gujarat - 484954",ROC-AHMEDABAD
U88538GJ2000PLC610821,SOLUTIONS LIMITED,Public,Unlimited Company,State Govt company,01/04/2000,20358124,13415848,Under Liquidation,WHOLESALE TRADE,"A-101, Park Street, Andheri, Gujarat - 402814",ROC-AHMEDABAD
U62428GJ2020PLC410021,CHEMICALS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,08/11/2020,35077226,12797388,Amalgamated,WHOLESALE TRADE,"E-505, Anna Salai, Borivali, Gujarat - 492661",ROC-AHMEDABAD
L99084GJ2000OPC252637,TECHNOLOGIES EXPORTS TECH PRIVATE LIMITED,Public,Company limited by shares,State Govt company,13/11/2000,28923999,18386801,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Park Street, Borivali, Gujarat - 541713",ROC-AHMEDABAD
L86865GJ2012OPC104220,CHEMICALS OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,22/03/2012,3533414,4056521,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, Anna Salai, Adyar, Gujarat - 523116",ROC-AHMEDABAD
U95633GJ2005PTC289878,INNOVATIONS LIMITED,Private,Company limited by guarantee,State Govt company,04/12/2005,12972186,20317260,Strike Off,REAL ESTATE ACTIVITIES,"E-505, Anna Salai, Borivali, Gujarat - 441417",ROC-AHMEDABAD
L15313GJ2008PLC597863,REALTY PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/10/2008,40628262,2067062,Active,CONSTRUCTION,"E-505, Brigade Road, Whitefield, Gujarat - 540065",ROC-AHMEDABAD
U91531GJ2006PLC156177,GLOBAL ENTERPRISES CAPITAL LIMITED,Public,Company limited by shares,State Govt company,01/03/2006,5949249,23732339,Dissolved,EDUCATION,"D-404, Link Road, Whitefield, Gujarat - 523599",ROC-AHMEDABAD
U61423GJ2013PLC730889,SYSTEMS LIMITED,Private,Company limited by shares,State Govt company,01/06/2013,10739787,23374572,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Borivali, Gujarat - 511367",ROC-AHMEDABAD
L90441GJ2010OPC704748,IMPORTS CHEMICALS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,11/11/2010,15627933,6859222,Under Liquidation,RETAIL TRADE,"C-303, Link Road, Andheri, Gujarat - 463479",ROC-AHMEDABAD
L73166GJ2014PTC537534,FINANCE LIMITED,Public,Company limited by guarantee,Non-govt company,03/10/2014,35711110,19451987,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Adyar, Gujarat - 460777",ROC-AHMEDABAD
L68425GJ2013PTC807448,REALTY TEXTILES CONSULTANCY LIMITED,Private,Company limited by shares,Non-govt company,05/04/2013,41214083,14567505,Dissolved,WHOLESALE TRADE,"E-505, Anna Salai, Satellite, Gujarat - 493639",ROC-AHMEDABAD
L58420GJ2011OPC928374,VENTURES OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,09/12/2011,19374176,10503553,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Anna Salai, Satellite, Gujarat - 508864",ROC-AHMEDABAD
U65636GJ2002PLC377038,TEXTILES IMPORTS TECH OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,21/12/2002,34483770,19606513,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Adyar, Gujarat - 502152",ROC-AHMEDABAD
U12713GJ2005PLC766836,INDUSTRIES EXPORTS LIMITED,Private,Unlimited Company,Non-govt company,02/11/2005,18075229,22204681,Strike Off,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Brigade Road, Whitefield, Gujarat - 414131",ROC-AHMEDABAD
L56834GJ2013PLC880677,INDIA INTERNATIONAL FOODS PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,09/05/2013,43641098,12520754,Under Liquidation,WHOLESALE TRADE,"C-303, MG Road, Adyar, Gujarat - 438242",ROC-AHMEDABAD
U11118GJ2003OPC296746,TECHNOLOGIES MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/01/2003,38352865,15003782,Under Liquidation,EDUCATION,"D-404, Brigade Road, Whitefield, Gujarat - 489622",ROC-AHMEDABAD
L57253GJ2012PLC272919,INDIA ENTERPRISES LIMITED,One Person Company,Company limited by guarantee,Non-govt company,10/04/2012,4491965,22668984,Dissolved,ACCOMMODATION AND FOOD SERVICE,"E-505, Anna Salai, Borivali, Gujarat - 513373",ROC-AHMEDABAD
U98974GJ2015OPC583839,REALTY LIMITED,Private,Company limited by guarantee,Non-govt company,20/12/2015,22223301,467710,Amalgamated,MANUFACTURING (CHEMICALS),"E-505, Link Road, Whitefield, Gujarat - 408439",ROC-AHMEDABAD
L47641GJ2000PLC410725,INDIA ENTERPRISES FINANCE LIMITED,One Person Company,Company limited by shares,State Govt company,20/07/2000,11838263,16230042,Dissolved,WHOLESALE TRADE,"D-404, Link Road, Andheri, Gujarat - 405508",ROC-AHMEDABAD
L13985GJ2012PLC769887,TRADING INTERNATIONAL PRIVATE LIMITED,Public,Unlimited Company,State Govt company,11/02/2012,45900989,15203507,Under Liquidation,CONSTRUCTION,"B-202, Brigade Road, Adyar, Gujarat - 479127",ROC-AHMEDABAD
U80617GJ2004PTC265159,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,05/06/2004,11142503,6189189,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, MG Road, Adyar, Gujarat - 530258",ROC-AHMEDABAD
U53247GJ2010PTC398770,TECHNOLOGIES VENTURES OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,28/11/2010,36216105,6156168,Under Liquidation,COMPUTER PROGRAMMING,"B-202, MG Road, Satellite, Gujarat - 446298",ROC-AHMEDABAD
U78901GJ2015PLC922998,HEALTHCARE FOODS SERVICES LIMITED,Public,Unlimited Company,State Govt company,30/12/2015,4989762,13900347,Active,MANUFACTURING (CHEMICALS),"C-303, Link Road, Satellite, Gujarat - 487205",ROC-AHMEDABAD
U44224GJ2013OPC909087,IMPORTS GLOBAL VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,17/10/2013,25966320,18359183,Dissolved,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Whitefield, Gujarat - 423923",ROC-AHMEDABAD
U36366GJ2001PTC340617,CHEMICALS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,15/04/2001,13871016,422800,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"A-101, Link Road, Satellite, Gujarat - 537633",ROC-AHMEDABAD
U26404GJ2009OPC686403,CHEMICALS PHARMA EDUCATION PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/01/2009,30789677,23424775,Active,MANUFACTURING (CHEMICALS),"D-404, MG Road, Andheri, Gujarat - 520962",ROC-AHMEDABAD
L31075GJ2022OPC701413,IMPORTS PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,19/03/2022,17587933,4169330,Under Liquidation,WHOLESALE TRADE,"D-404, Park Street, Andheri, Gujarat - 435107",ROC-AHMEDABAD
L78925GJ2017PTC985617,PHARMA PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,07/06/2017,5705592,9662717,Under Liquidation,EDUCATION,"D-404, Brigade Road, Whitefield, Gujarat - 505635",ROC-AHMEDABAD
L19662GJ2018PTC789713,CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,19/12/2018,31731060,8727012,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Borivali, Gujarat - 531111",ROC-AHMEDABAD
U10662GJ2011OPC567271,INDUSTRIES HEALTHCARE OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,20/07/2011,11974980,1423478,Under Liquidation,MANUFACTURING (TEXTILES),"A-101, Park Street, Whitefield, Gujarat - 470773",ROC-AHMEDABAD
U27578GJ2011PTC557909,REALTY TECHNOLOGIES OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,03/03/2011,6227905,9645779,Amalgamated,RETAIL TRADE,"E-505, MG Road, Whitefield, Gujarat - 469732",ROC-AHMEDABAD
L91420GJ2017PTC485661,MANUFACTURING ENTERPRISES SERVICES PRIVATE LIMITED,Public,Unlimited Company,State Govt company,13/11/2017,41134692,8763908,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","A-101, Park Street, Andheri, Gujarat - 421351",ROC-AHMEDABAD
L36909GJ2022PLC650922,SYSTEMS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,30/08/2022,292508,21365309,Active,COMPUTER PROGRAMMING,"B-202, MG Road, Andheri, Gujarat - 482339",ROC-AHMEDABAD
U89802GJ2016PTC217451,ENTERPRISES LIMITED,Public,Company limited by shares,Non-govt company,19/04/2016,46558828,1694797,Strike Off,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Gujarat - 459146",ROC-AHMEDABAD
U16734GJ2021OPC748702,GLOBAL PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,13/02/2021,15976811,7311519,Active,MANUFACTURING (FOOD PRODUCTS),"E-505, MG Road, Satellite, Gujarat - 548695",ROC-AHMEDABAD
U85522GJ2010PLC946100,HEALTHCARE TECHNOLOGIES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,07/03/2010,26878961,6653474,Dissolved,INFORMATION SERVICE ACTIVITIES,"B-202, Link Road, Whitefield, Gujarat - 473891",ROC-AHMEDABAD
U53013GJ2005PTC299904,GLOBAL FINANCE PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/02/2005,20141997,15516647,Dissolved,WHOLESALE TRADE,"B-202, Park Street, Adyar, Gujarat - 464499",ROC-AHMEDABAD
L94723GJ2009PTC206778,CAPITAL HEALTHCARE ENTERPRISES LIMITED,One Person Company,Company limited by shares,State Govt company,12/10/2009,47405940,7737215,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Andheri, Gujarat - 406179",ROC-AHMEDABAD
U27875GJ2006PTC135819,INNOVATIONS EDUCATION INVESTMENTS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,19/01/2006,46168020,995893,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Satellite, Gujarat - 442420",ROC-AHMEDABAD
U61794GJ2021PLC546133,CAPITAL PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,02/10/2021,20672247,20458759,Active,FINANCIAL SERVICE ACTIVITIES,"C-303, Anna Salai, Borivali, Gujarat - 505576",ROC-AHMEDABAD
L64166GJ2016PTC567395,GLOBAL INVESTMENTS IMPORTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/08/2016,44444581,24376775,Active,FINANCIAL SERVICE ACTIVITIES,"E-505, Link Road, Whitefield, Gujarat - 509021",ROC-AHMEDABAD
L78966GJ2002PLC611423,CHEMICALS REALTY PRIVATE LIMITED,Public,Unlimited Company,State Govt company,19/02/2002,19913380,20171348,Under Liquidation,EDUCATION,"B-202, Anna Salai, Adyar, Gujarat - 475220",ROC-AHMEDABAD
L15877GJ2015OPC803693,FINANCE INDIA CONSULTANCY LIMITED,Private,Company limited by shares,State Govt company,07/02/2015,35740389,1011568,Under Liquidation,EDUCATION,"A-101, Link Road, Andheri, Gujarat - 501245",ROC-AHMEDABAD
L67469GJ2007PTC739210,HEALTHCARE VENTURES OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,02/09/2007,13866519,22070491,Amalgamated,INFORMATION SERVICE ACTIVITIES,"E-505, Link Road, Andheri, Gujarat - 545315",ROC-AHMEDABAD
U77295GJ2018PLC184801,CHEMICALS REALTY PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/04/2018,29901431,7675063,Active,MANUFACTURING (CHEMICALS),"A-101, MG Road, Whitefield, Gujarat - 467656",ROC-AHMEDABAD
L89394GJ2000PLC741420,INDUSTRIES LIMITED,Public,Unlimited Company,State Govt company,12/11/2000,36476312,4944694,Under Liquidation,REAL ESTATE ACTIVITIES,"C-303, MG Road, Whitefield, Gujarat - 425281",ROC-AHMEDABAD
L14839GJ2023PTC849258,INTERNATIONAL TEXTILES SOLUTIONS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,04/01/2023,12799725,1453209,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Park Street, Borivali, Gujarat - 556978",ROC-AHMEDABAD
U89285GJ2004OPC106334,CORPORATIONS INNOVATIONS INTERNATIONAL PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,17/11/2004,29995224,24084224,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Gujarat - 452207",ROC-AHMEDABAD
L87397GJ2017OPC683131,INDIA LIMITED,Private,Company limited by guarantee,State Govt company,11/07/2017,11777332,13392357,Amalgamated,RETAIL TRADE,"C-303, MG Road, Whitefield, Gujarat - 421458",ROC-AHMEDABAD
U83250GJ2020PLC979317,CAPITAL CONSTRUCTIONS FINANCE LIMITED,One Person Company,Company limited by guarantee,State Govt company,27/09/2020,42867414,18118441,Dissolved,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Gujarat - 490632",ROC-AHMEDABAD
L40666GJ2023PLC768999,INTERNATIONAL VENTURES OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,04/05/2023,32797500,6604919,Under Liquidation,WHOLESALE TRADE,"C-303, Brigade Road, Whitefield, Gujarat - 541956",ROC-AHMEDABAD
U85034GJ2021OPC559536,GLOBAL TRADING TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/08/2021,41298834,19656264,Under Liquidation,INFORMATION SERVICE ACTIVITIES,"B-202, Park Street, Andheri, Gujarat - 542373",ROC-AHMEDABAD
U47633GJ2000PLC839858,GLOBAL HEALTHCARE CAPITAL LIMITED,Public,Company limited by guarantee,Non-govt company,07/11/2000,18064678,1915820,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Andheri, Gujarat - 459477",ROC-AHMEDABAD
L65328GJ2021PLC704112,SOLUTIONS GLOBAL EXPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,25/09/2021,38134321,21892462,Amalgamated,FINANCIAL SERVICE ACTIVITIES,"E-505, Brigade Road, Whitefield, Gujarat - 462969",ROC-AHMEDABAD
L64217GJ2007OPC508961,CORPORATIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,13/03/2007,5684767,13676096,Strike Off,CONSTRUCTION,"E-505, Park Street, Borivali, Gujarat - 440483",ROC-AHMEDABAD
L51912GJ2016OPC807100,FINANCE INVESTMENTS OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,06/04/2016,5415655,6625656,Active,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Whitefield, Gujarat - 535772",ROC-AHMEDABAD
L90894GJ2006OPC204776,VENTURES MANUFACTURING CONSTRUCTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,25/08/2006,36637643,7838714,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Andheri, Gujarat - 425156",ROC-AHMEDABAD
U56936GJ2004PTC963332,SOLUTIONS INVESTMENTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,15/01/2004,11353992,22967770,Active,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Gujarat - 502613",ROC-AHMEDABAD
L14177GJ2008PLC850088,HEALTHCARE MANUFACTURING INVESTMENTS LIMITED,Public,Unlimited Company,State Govt company,06/09/2008,5279163,6765383,Active,RETAIL TRADE,"A-101, Brigade Road, Satellite, Gujarat - 505347",ROC-AHMEDABAD
U21020GJ2013PLC747867,INDIA DEVELOPERS ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,03/07/2013,33950341,9588289,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Andheri, Gujarat - 517375",ROC-AHMEDABAD
U74751GJ2003PTC592441,INDIA DEVELOPERS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,07/03/2003,30980353,18492454,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, MG Road, Adyar, Gujarat - 534565",ROC-AHMEDABAD
U77040GJ2018PLC376685,INVESTMENTS TEXTILES PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,04/01/2018,13490125,1987431,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"B-202, Anna Salai, Whitefield, Gujarat - 483173",ROC-AHMEDABAD
L65798GJ2013PLC187345,EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,30/04/2013,2428605,3083190,Under Liquidation,WHOLESALE TRADE,"E-505, Park Street, Whitefield, Gujarat - 542427",ROC-AHMEDABAD
U35680GJ2002PLC901637,CAPITAL CONSULTANCY OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,01/12/2002,4317606,22661491,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, MG Road, Satellite, Gujarat - 417757",ROC-AHMEDABAD
L75172GJ2008PLC962808,INDUSTRIES CAPITAL TEXTILES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,11/05/2008,616005,8266172,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"D-404, Park Street, Adyar, Gujarat - 445312",ROC-AHMEDABAD
L64624GJ2018PLC382935,TECHNOLOGIES TECH VENTURES LIMITED,One Person Company,Unlimited Company,State Govt company,15/11/2018,18105877,1166764,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Borivali, Gujarat - 461750",ROC-AHMEDABAD
U84027GJ2000OPC602548,EXPORTS TECH OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,12/04/2000,3314234,4927636,Under Liquidation,WHOLESALE TRADE,"C-303, Park Street, Adyar, Gujarat - 428664",ROC-AHMEDABAD
L15955GJ2004PTC805416,EDUCATION PHARMA TECH PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,12/08/2004,19363986,16507116,Active,WHOLESALE TRADE,"A-101, Brigade Road, Andheri, Gujarat - 461466",ROC-AHMEDABAD
U56408GJ2001OPC284378,SOLUTIONS TRADING HEALTHCARE LIMITED,One Person Company,Company limited by shares,State Govt company,31/08/2001,4399285,11472265,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Andheri, Gujarat - 460631",ROC-AHMEDABAD
L78572GJ2017PTC271352,HEALTHCARE FOODS SERVICES LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/03/2017,46316924,3987602,Strike Off,RETAIL TRADE,"E-505, Park Street, Borivali, Gujarat - 436223",ROC-AHMEDABAD
U72939GJ2004PLC832067,CHEMICALS INDUSTRIES FOODS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,16/04/2004,43324761,13491810,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"B-202, MG Road, Whitefield, Gujarat - 535086",ROC-AHMEDABAD
U15756GJ2009PLC793718,TEXTILES GLOBAL SOLUTIONS PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/12/2009,7213641,11471174,Dissolved,INFORMATION SERVICE ACTIVITIES,"C-303, Park Street, Andheri, Gujarat - 546053",ROC-AHMEDABAD
U86042GJ2006OPC524373,SOLUTIONS DEVELOPERS SERVICES PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,27/01/2006,23650862,21376609,Strike Off,INFORMATION SERVICE ACTIVITIES,"E-505, Anna Salai, Adyar, Gujarat - 429244",ROC-AHMEDABAD
L81371GJ2011OPC553257,EDUCATION CHEMICALS PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,07/09/2011,11629061,14283538,Active,INFORMATION SERVICE ACTIVITIES,"A-101, Link Road, Borivali, Gujarat - 480721",ROC-AHMEDABAD
U36311GJ2004PTC499950,SERVICES LIMITED,Private,Unlimited Company,State Govt company,23/10/2004,9339430,4177040,Active,WHOLESALE TRADE,"C-303, Link Road, Borivali, Gujarat - 528411",ROC-AHMEDABAD
U20348GJ2015OPC696121,SERVICES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,23/06/2015,31916249,23930908,Active,RETAIL TRADE,"D-404, Link Road, Satellite, Gujarat - 421762",ROC-AHMEDABAD
