CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,COMPANY_STATUS,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,ROC_CODE
L97168MH2015PLC899160,EXPORTS ENTERPRISES TECH PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,23/06/2015,9758431,7337623,Strike Off,REAL ESTATE ACTIVITIES,"B-202, Park Street, Satellite, Maharashtra - 479909",ROC-MUMBAI
L36396MH2024PLC221680,PHARMA HEALTHCARE OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,23/04/2024,29264269,1195991,Dissolved,COMPUTER PROGRAMMING,"B-202, MG Road, Adyar, Maharashtra - 556759",ROC-MUMBAI
U44240MH2000PLC226649,ENTERPRISES CONSULTANCY INTERNATIONAL OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,07/03/2000,21828706,19509480,Amalgamated,INFORMATION SERVICE ACTIVITIES,"C-303, Link Road, Whitefield, Maharashtra - 523309",ROC-MUMBAI
L24943MH2011PTC852003,TRADING EDUCATION LIMITED,Private,Company limited by shares,State Govt company,08/03/2011,25029679,12236653,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Link Road, Satellite, Maharashtra - 495374",ROC-MUMBAI
U77928MH2015PTC870892,INDUSTRIES CAPITAL PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/04/2015,13863840,5675140,Amalgamated,COMPUTER PROGRAMMING,"C-303, MG Road, Borivali, Maharashtra - 430290",ROC-MUMBAI
U25544MH2012OPC343439,GLOBAL OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,20/02/2012,25454960,2091048,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"A-101, Park Street, Andheri, Maharashtra - 466641",ROC-MUMBAI
U68244MH2021PLC333024,SYSTEMS PHARMA FINANCE PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,03/11/2021,34809262,13256607,Active,MANUFACTURING (FOOD PRODUCTS),"B-202, Anna Salai, Satellite, Maharashtra - 471827",ROC-MUMBAI
U91179MH2001PLC177736,INNOVATIONS CONSULTANCY OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,17/08/2001,7666590,5316264,Strike Off,FINANCIAL SERVICE ACTIVITIES,"A-101, Anna Salai, Satellite, Maharashtra - 554827",ROC-MUMBAI
L42439MH2000PLC478067,FOODS CAPITAL LIMITED,Public,Unlimited Company,Non-govt company,27/10/2000,1958790,7270695,Dissolved,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Adyar, Maharashtra - 405651",ROC-MUMBAI
L97560MH2008OPC573973,TECH OPC PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,03/08/2008,6626871,217620,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"E-505, Anna Salai, Borivali, Maharashtra - 454568",ROC-MUMBAI
U18935MH2016OPC369083,GLOBAL CONSULTANCY ENTERPRISES LIMITED,Private,Company limited by shares,State Govt company,16/04/2016,873125,8390207,Amalgamated,COMPUTER PROGRAMMING,"C-303, Brigade Road, Adyar, Maharashtra - 515469",ROC-MUMBAI
L87271MH2022PLC727635,CONSTRUCTIONS OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,08/04/2022,29360965,17930144,Strike Off,WHOLESALE TRADE,"B-202, Brigade Road, Borivali, Maharashtra - 539610",ROC-MUMBAI
L48706MH2015OPC661044,SOLUTIONS MANUFACTURING TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,04/02/2015,37213179,16310105,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Brigade Road, Andheri, Maharashtra - 448173",ROC-MUMBAI
U19251MH2003OPC851606,EXPORTS DEVELOPERS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,29/11/2003,16882523,6971248,Active,MANUFACTURING (CHEMICALS),"D-404, Park Street, Satellite, Maharashtra - 446620",ROC-MUMBAI
U79310MH2013PTC649559,INDIA SERVICES PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,13/01/2013,22616512,14803207,Strike Off,MANUFACTURING (TEXTILES),"E-505, MG Road, Borivali, Maharashtra - 543740",ROC-MUMBAI
L88462MH2009PLC660114,EXPORTS ENTERPRISES LIMITED,Public,Company limited by shares,Non-govt company,06/07/2009,40600876,7412216,Strike Off,MANUFACTURING (TEXTILES),"C-303, MG Road, Adyar, Maharashtra - 446248",ROC-MUMBAI
U93033MH2010OPC277974,INDIA CORPORATIONS CHEMICALS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,25/03/2010,32951643,17332581,Active,MANUFACTURING (CHEMICALS),"E-505, Brigade Road, Satellite, Maharashtra - 406960",ROC-MUMBAI
L12842MH2015PLC162786,REALTY OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,20/09/2015,10980091,22285779,Active,EDUCATION,"C-303, MG Road, Adyar, Maharashtra - 503173",ROC-MUMBAI
U73810MH2020OPC545285,SOLUTIONS EXPORTS EDUCATION OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,15/10/2020,3714332,10882627,Dissolved,CONSTRUCTION,"B-202, Anna Salai, Andheri, Maharashtra - 466710",ROC-MUMBAI
L95112MH2019PTC113840,SOLUTIONS INVESTMENTS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,12/08/2019,3419339,17118478,Amalgamated,INFORMATION SERVICE ACTIVITIES,"D-404, Brigade Road, Borivali, Maharashtra - 495846",ROC-MUMBAI
L90946MH2015OPC373719,REALTY EXPORTS GLOBAL OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,30/06/2015,23315009,15531938,Strike Off,EDUCATION,"B-202, Brigade Road, Whitefield, Maharashtra - 547247",ROC-MUMBAI
U21831MH2002OPC260424,SERVICES GLOBAL INVESTMENTS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,25/01/2002,31661162,12758745,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Borivali, Maharashtra - 434445",ROC-MUMBAI
L98744MH2002PLC195456,ENTERPRISES TRADING PHARMA LIMITED,Public,Company limited by guarantee,Non-govt company,22/06/2002,39980079,6919181,Under Liquidation,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Satellite, Maharashtra - 427334",ROC-MUMBAI
L88868MH2013OPC627071,EXPORTS VENTURES GLOBAL OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,16/03/2013,1697963,15710393,Under Liquidation,MANUFACTURING (TEXTILES),"B-202, Park Street, Borivali, Maharashtra - 467765",ROC-MUMBAI
L14185MH2013PLC184043,GLOBAL TECHNOLOGIES LIMITED,One Person Company,Unlimited Company,State Govt company,30/11/2013,46942090,19229920,Under Liquidation,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Satellite, Maharashtra - 468792",ROC-MUMBAI
U16517MH2003OPC928045,EXPORTS CONSULTANCY PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,22/06/2003,3130812,14266760,Under Liquidation,WHOLESALE TRADE,"B-202, MG Road, Adyar, Maharashtra - 490494",ROC-MUMBAI
U93806MH2011PTC649393,PHARMA GLOBAL INDIA PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,22/11/2011,16319152,19112841,Dissolved,HUMAN HEALTH AND SOCIAL WORK,"C-303, Link Road, Whitefield, Maharashtra - 413837",ROC-MUMBAI
L32872MH2024PLC696586,INDIA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,12/08/2024,11051245,11941215,Dissolved,FINANCIAL SERVICE ACTIVITIES,"A-101, Brigade Road, Borivali, Maharashtra - 502960",ROC-MUMBAI
L82156MH2006PLC824229,EXPORTS INTERNATIONAL CAPITAL OPC PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,18/06/2006,7697225,20560417,Under Liquidation,FINANCIAL SERVICE ACTIVITIES,"E-505, MG Road, Whitefield, Maharashtra - 505735",ROC-MUMBAI
U83057MH2003PLC787415,CONSTRUCTIONS INNOVATIONS TECHNOLOGIES PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,06/05/2003,14630447,13024358,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Whitefield, Maharashtra - 477816",ROC-MUMBAI
U24515MH2017PTC996210,DEVELOPERS PHARMA CAPITAL PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,15/12/2017,17304635,14924098,Under Liquidation,CONSTRUCTION,"E-505, Park Street, Satellite, Maharashtra - 533899",ROC-MUMBAI
U46633MH2006PLC865273,REALTY ENTERPRISES PRIVATE LIMITED,Private,Company limited by shares,State Govt company,09/02/2006,3243959,6009585,Active,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","E-505, Anna Salai, Borivali, Maharashtra - 424444",ROC-MUMBAI
L32594MH2011OPC221619,FINANCE TEXTILES OPC PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,04/08/2011,1842441,15358587,Amalgamated,RETAIL TRADE,"C-303, Park Street, Borivali, Maharashtra - 503893",ROC-MUMBAI
U40534MH2009PTC789942,SYSTEMS LIMITED,One Person Company,Company limited by guarantee,State Govt company,08/10/2009,28030651,5074148,Active,CONSTRUCTION,"C-303, Park Street, Borivali, Maharashtra - 509039",ROC-MUMBAI
U38115MH2017PLC822053,EXPORTS SYSTEMS FOODS LIMITED,Public,Company limited by shares,State Govt company,24/04/2017,22063169,12199535,Active,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Andheri, Maharashtra - 460979",ROC-MUMBAI
U63388MH2018OPC183575,FOODS PRIVATE LIMITED,Private,Unlimited Company,State Govt company,07/09/2018,14352552,19432193,Dissolved,INFORMATION SERVICE ACTIVITIES,"E-505, Park Street, Satellite, Maharashtra - 514823",ROC-MUMBAI
L48585MH2005PTC195406,DEVELOPERS PHARMA OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,27/10/2005,6216830,14717400,Under Liquidation,MANUFACTURING (TEXTILES),"C-303, Park Street, Borivali, Maharashtra - 401898",ROC-MUMBAI
L83870MH2017PTC332197,TRADING LIMITED,Public,Company limited by guarantee,State Govt company,30/05/2017,44702617,7480339,Under Liquidation,COMPUTER PROGRAMMING,"C-303, MG Road, Whitefield, Maharashtra - 478217",ROC-MUMBAI
U66518MH2012PLC405887,IMPORTS OPC PRIVATE LIMITED,Public,Company limited by shares,Non-govt company,08/03/2012,18515552,24081468,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, MG Road, Borivali, Maharashtra - 463681",ROC-MUMBAI
U61863MH2021OPC661288,CHEMICALS INTERNATIONAL PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,10/04/2021,5457342,12918381,Under Liquidation,MANUFACTURING (CHEMICALS),"E-505, Anna Salai, Borivali, Maharashtra - 466911",ROC-MUMBAI
U92133MH2008PTC642432,CONSULTANCY LIMITED,Public,Company limited by guarantee,State Govt company,15/08/2008,20275207,7009767,Dissolved,MANUFACTURING (TEXTILES),"B-202, Park Street, Adyar, Maharashtra - 404030",ROC-MUMBAI
L87698MH2019OPC662879,GLOBAL CHEMICALS SYSTEMS OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,26/10/2019,40202045,199811,Dissolved,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"C-303, Anna Salai, Whitefield, Maharashtra - 531894",ROC-MUMBAI
L19303MH2017OPC174921,CORPORATIONS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/12/2017,43740163,11118003,Strike Off,MANUFACTURING (CHEMICALS),"D-404, Anna Salai, Borivali, Maharashtra - 498796",ROC-MUMBAI
L28074MH2002PLC679418,CORPORATIONS CONSTRUCTIONS GLOBAL LIMITED,One Person Company,Unlimited Company,Non-govt company,24/06/2002,46176135,1648857,Active,MANUFACTURING (TEXTILES),"E-505, Link Road, Andheri, Maharashtra - 478367",ROC-MUMBAI
L21300MH2018PLC523375,VENTURES CORPORATIONS TRADING LIMITED,Private,Company limited by shares,State Govt company,11/11/2018,42652903,2862377,Active,RETAIL TRADE,"A-101, Link Road, Whitefield, Maharashtra - 449310",ROC-MUMBAI
U51156MH2018PTC753820,REALTY PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,01/08/2018,34197839,22836201,Strike Off,REAL ESTATE ACTIVITIES,"D-404, Link Road, Borivali, Maharashtra - 458484",ROC-MUMBAI
U43485MH2019OPC174708,VENTURES LIMITED,One Person Company,Unlimited Company,Non-govt company,09/03/2019,19346061,6656605,Dissolved,RETAIL TRADE,"B-202, Brigade Road, Adyar, Maharashtra - 448294",ROC-MUMBAI
U88053MH2001OPC684299,CAPITAL MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/02/2001,24881497,3100427,Strike Off,HUMAN HEALTH AND SOCIAL WORK,"E-505, Park Street, Andheri, Maharashtra - 456736",ROC-MUMBAI
U10197MH2003PTC944752,VENTURES DEVELOPERS TECH OPC PRIVATE LIMITED,Public,Unlimited Company,State Govt company,27/02/2003,34057535,4300302,Strike Off,EDUCATION,"E-505, Park Street, Satellite, Maharashtra - 467254",ROC-MUMBAI
L33545MH2023OPC501295,CAPITAL CONSTRUCTIONS LIMITED,Private,Company limited by shares,State Govt company,10/10/2023,31969559,936340,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, MG Road, Andheri, Maharashtra - 552624",ROC-MUMBAI
L21136MH2009OPC569048,TRADING REALTY MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,18/10/2009,29956188,9827211,Amalgamated,ACCOMMODATION AND FOOD SERVICE,"C-303, Link Road, Borivali, Maharashtra - 419811",ROC-MUMBAI
L64051MH2011OPC134760,INDUSTRIES PHARMA DEVELOPERS LIMITED,Private,Unlimited Company,Non-govt company,19/06/2011,18304128,9565900,Active,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Whitefield, Maharashtra - 409217",ROC-MUMBAI
U14905MH2003OPC173462,TRADING PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,01/12/2003,30316091,11642960,Amalgamated,WHOLESALE TRADE,"C-303, MG Road, Andheri, Maharashtra - 425898",ROC-MUMBAI
L22991MH2003OPC387333,MANUFACTURING INVESTMENTS OPC PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,07/06/2003,43544289,23537821,Dissolved,CONSTRUCTION,"B-202, Park Street, Satellite, Maharashtra - 506031",ROC-MUMBAI
L58030MH2021PLC330349,INNOVATIONS INTERNATIONAL PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,27/06/2021,31912253,6776471,Amalgamated,REAL ESTATE ACTIVITIES,"A-101, Anna Salai, Satellite, Maharashtra - 470898",ROC-MUMBAI
U89678MH2009OPC941652,HEALTHCARE OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,15/05/2009,39731969,6932751,Amalgamated,HUMAN HEALTH AND SOCIAL WORK,"D-404, Brigade Road, Borivali, Maharashtra - 556094",ROC-MUMBAI
L63912MH2012PLC312178,CORPORATIONS TRADING EDUCATION LIMITED,Public,Unlimited Company,Non-govt company,07/03/2012,4923041,14675585,Strike Off,ACCOMMODATION AND FOOD SERVICE,"C-303, Brigade Road, Adyar, Maharashtra - 511936",ROC-MUMBAI
U34792MH2019PTC261306,DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by shares,Non-govt company,18/06/2019,2350640,24868382,Active,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Adyar, Maharashtra - 522433",ROC-MUMBAI
L49769MH2024OPC657798,EDUCATION PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,24/12/2024,21410241,6282469,Strike Off,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Brigade Road, Satellite, Maharashtra - 448303",ROC-MUMBAI
L22317MH2018PLC617472,IMPORTS LIMITED,Private,Company limited by guarantee,Non-govt company,22/09/2018,18634578,4626780,Strike Off,MANUFACTURING (FOOD PRODUCTS),"C-303, Brigade Road, Andheri, Maharashtra - 526155",ROC-MUMBAI
U76054MH2012OPC865914,IMPORTS INDIA TEXTILES PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,12/04/2012,32666886,3486541,Active,WHOLESALE TRADE,"D-404, Brigade Road, Adyar, Maharashtra - 448754",ROC-MUMBAI
L41440MH2006PLC195729,SERVICES MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/05/2006,39601807,21359777,Dissolved,RETAIL TRADE,"B-202, Brigade Road, Satellite, Maharashtra - 515956",ROC-MUMBAI
U19200MH2020PTC886882,CONSTRUCTIONS VENTURES PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,28/05/2020,45331283,9686737,Amalgamated,MANUFACTURING (FOOD PRODUCTS),"C-303, Anna Salai, Whitefield, Maharashtra - 443690",ROC-MUMBAI
L43363MH2008PLC248397,FINANCE ENTERPRISES PRIVATE LIMITED,Private,Company limited by guarantee,Non-govt company,23/10/2008,45911722,9614312,Amalgamated,RETAIL TRADE,"B-202, MG Road, Whitefield, Maharashtra - 531830",ROC-MUMBAI
L93069MH2020PTC294305,CAPITAL INVESTMENTS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,16/09/2020,38158680,4855162,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"D-404, Anna Salai, Adyar, Maharashtra - 413411",ROC-MUMBAI
L35695MH2017PLC832885,CONSULTANCY CONSTRUCTIONS PRIVATE LIMITED,Public,Unlimited Company,State Govt company,29/07/2017,21701099,11138681,Strike Off,MANUFACTURING (FOOD PRODUCTS),"D-404, MG Road, Whitefield, Maharashtra - 542986",ROC-MUMBAI
L31495MH2024PLC346603,CHEMICALS ENTERPRISES LIMITED,Private,Unlimited Company,Non-govt company,19/06/2024,21946916,7304109,Amalgamated,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","C-303, Anna Salai, Satellite, Maharashtra - 483516",ROC-MUMBAI
L53583MH2000PLC595646,EDUCATION LIMITED,Public,Company limited by guarantee,State Govt company,20/01/2000,5837063,18222419,Amalgamated,RETAIL TRADE,"C-303, MG Road, Borivali, Maharashtra - 496380",ROC-MUMBAI
U37800MH2019PLC614223,FOODS MANUFACTURING OPC PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,06/07/2019,39448772,15949879,Amalgamated,RETAIL TRADE,"C-303, Link Road, Adyar, Maharashtra - 552843",ROC-MUMBAI
U95551MH2011OPC446968,INTERNATIONAL TRADING SOLUTIONS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,11/01/2011,47214397,9052832,Amalgamated,RETAIL TRADE,"C-303, Park Street, Borivali, Maharashtra - 469891",ROC-MUMBAI
U80986MH2007PLC298785,INDIA SYSTEMS PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,03/09/2007,48348845,1067889,Active,INFORMATION SERVICE ACTIVITIES,"A-101, MG Road, Whitefield, Maharashtra - 439750",ROC-MUMBAI
L74289MH2001PLC216951,SERVICES LIMITED,One Person Company,Company limited by shares,State Govt company,28/01/2001,20233591,18430710,Active,INFORMATION SERVICE ACTIVITIES,"E-505, Brigade Road, Satellite, Maharashtra - 428670",ROC-MUMBAI
L18684MH2005PTC601897,TECH OPC PRIVATE LIMITED,Public,Company limited by guarantee,Non-govt company,17/05/2005,2150516,612064,Amalgamated,MANUFACTURING (TEXTILES),"B-202, Brigade Road, Whitefield, Maharashtra - 516692",ROC-MUMBAI
U32453MH2023PLC610769,CONSTRUCTIONS PRIVATE LIMITED,One Person Company,Unlimited Company,State Govt company,05/08/2023,17559268,10749935,Active,COMPUTER PROGRAMMING,"D-404, Link Road, Adyar, Maharashtra - 414485",ROC-MUMBAI
U40923MH2002OPC574055,SOLUTIONS PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,14/03/2002,12446144,6840854,Active,HUMAN HEALTH AND SOCIAL WORK,"A-101, Park Street, Andheri, Maharashtra - 440938",ROC-MUMBAI
L21733MH2004PTC660873,PHARMA SERVICES LIMITED,Public,Company limited by guarantee,Non-govt company,09/05/2004,43958055,8790071,Dissolved,MANUFACTURING (CHEMICALS),"C-303, Anna Salai, Satellite, Maharashtra - 544091",ROC-MUMBAI
L51259MH2024PTC750659,SYSTEMS EDUCATION OPC PRIVATE LIMITED,Private,Unlimited Company,State Govt company,31/10/2024,20060615,20320879,Active,WHOLESALE TRADE,"B-202, Brigade Road, Andheri, Maharashtra - 490627",ROC-MUMBAI
L53692MH2006PLC269592,INVESTMENTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,08/10/2006,4662144,2785981,Under Liquidation,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"B-202, Park Street, Borivali, Maharashtra - 409166",ROC-MUMBAI
L37499MH2024PTC211685,IMPORTS MANUFACTURING CAPITAL PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,17/07/2024,29321513,16961640,Under Liquidation,MANUFACTURING (CHEMICALS),"D-404, Park Street, Satellite, Maharashtra - 470926",ROC-MUMBAI
U63563MH2006PTC593650,SERVICES FOODS LIMITED,One Person Company,Company limited by guarantee,Non-govt company,20/10/2006,30288944,19000580,Amalgamated,REAL ESTATE ACTIVITIES,"C-303, Brigade Road, Whitefield, Maharashtra - 471757",ROC-MUMBAI
L86351MH2006PLC200639,INDIA REALTY TECHNOLOGIES OPC PRIVATE LIMITED,Public,Company limited by shares,State Govt company,29/10/2006,25569303,326182,Dissolved,CONSTRUCTION,"E-505, MG Road, Adyar, Maharashtra - 490473",ROC-MUMBAI
L83990MH2015OPC457470,INDUSTRIES CAPITAL LIMITED,Public,Company limited by guarantee,Non-govt company,02/08/2015,5613788,2340873,Amalgamated,CONSTRUCTION,"C-303, Anna Salai, Borivali, Maharashtra - 544544",ROC-MUMBAI
L74123MH2024PTC984299,FOODS REALTY MANUFACTURING PRIVATE LIMITED,One Person Company,Company limited by guarantee,State Govt company,17/05/2024,26539899,11769669,Dissolved,WHOLESALE TRADE,"E-505, Park Street, Satellite, Maharashtra - 537523",ROC-MUMBAI
U57606MH2013OPC993713,DEVELOPERS CAPITAL LIMITED,One Person Company,Company limited by guarantee,Non-govt company,10/08/2013,1640735,23951108,Under Liquidation,ACCOMMODATION AND FOOD SERVICE,"B-202, Park Street, Satellite, Maharashtra - 502026",ROC-MUMBAI
L93169MH2006PTC283111,INNOVATIONS LIMITED,One Person Company,Company limited by shares,Non-govt company,06/04/2006,48030297,24926795,Strike Off,INFORMATION SERVICE ACTIVITIES,"D-404, Anna Salai, Borivali, Maharashtra - 543013",ROC-MUMBAI
U59740MH2019PLC331334,INVESTMENTS MANUFACTURING PHARMA LIMITED,Private,Company limited by shares,State Govt company,02/06/2019,37399577,22543656,Amalgamated,RETAIL TRADE,"C-303, Link Road, Andheri, Maharashtra - 420147",ROC-MUMBAI
L33527MH2014PLC505602,SOLUTIONS OPC PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,28/09/2014,49596629,8045998,Strike Off,MANUFACTURING (CHEMICALS),"C-303, Park Street, Andheri, Maharashtra - 469089",ROC-MUMBAI
L27066MH2017PTC162978,CORPORATIONS INDIA FINANCE LIMITED,Private,Company limited by guarantee,State Govt company,20/06/2017,16986510,16613919,Active,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, Link Road, Andheri, Maharashtra - 507926",ROC-MUMBAI
L22899MH2006PTC285774,TRADING CHEMICALS FOODS OPC PRIVATE LIMITED,Private,Company limited by guarantee,State Govt company,04/03/2006,8573810,10497916,Dissolved,EDUCATION,"E-505, MG Road, Borivali, Maharashtra - 551742",ROC-MUMBAI
L13307MH2023OPC593417,TECHNOLOGIES SYSTEMS DEVELOPERS PRIVATE LIMITED,One Person Company,Company limited by shares,State Govt company,03/12/2023,45461547,10039083,Strike Off,ACCOMMODATION AND FOOD SERVICE,"E-505, Anna Salai, Borivali, Maharashtra - 479066",ROC-MUMBAI
L57796MH2023OPC234582,HEALTHCARE MANUFACTURING EDUCATION OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,09/05/2023,36310065,8423558,Amalgamated,MANUFACTURING (TEXTILES),"C-303, Park Street, Andheri, Maharashtra - 433220",ROC-MUMBAI
L74243MH2015PLC292409,REALTY PRIVATE LIMITED,One Person Company,Company limited by guarantee,Non-govt company,17/10/2015,44813793,13181102,Dissolved,WHOLESALE TRADE,"A-101, Link Road, Whitefield, Maharashtra - 549871",ROC-MUMBAI
L68123MH2019PLC491197,TECH INVESTMENTS OPC PRIVATE LIMITED,Public,Company limited by guarantee,State Govt company,09/05/2019,44875724,7257726,Amalgamated,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,"A-101, MG Road, Andheri, Maharashtra - 460712",ROC-MUMBAI
U39755MH2009OPC481557,INDUSTRIES SERVICES INNOVATIONS LIMITED,One Person Company,Unlimited Company,State Govt company,20/08/2009,44694996,709904,Under Liquidation,COMPUTER PROGRAMMING,"A-101, Link Road, Borivali, Maharashtra - 456252",ROC-MUMBAI
L12863MH2013PLC512581,CONSTRUCTIONS LIMITED,Private,Company limited by shares,Non-govt company,21/05/2013,644815,17369833,Strike Off,RETAIL TRADE,"D-404, Link Road, Satellite, Maharashtra - 493534",ROC-MUMBAI
L20905MH2005PLC651428,CHEMICALS INNOVATIONS PRIVATE LIMITED,Private,Company limited by shares,Non-govt company,15/08/2005,34326749,3521428,Under Liquidation,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","B-202, Anna Salai, Andheri, Maharashtra - 440407",ROC-MUMBAI
L85973MH2022PTC693332,HEALTHCARE SYSTEMS CONSULTANCY OPC PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,09/08/2022,19738796,3394273,Strike Off,EDUCATION,"C-303, Park Street, Andheri, Maharashtra - 523075",ROC-MUMBAI
U63341MH2003OPC359575,VENTURES PRIVATE LIMITED,Public,Company limited by shares,State Govt company,16/06/2003,31503391,14976218,Active,ACCOMMODATION AND FOOD SERVICE,"D-404, Link Road, Andheri, Maharashtra - 408350",ROC-MUMBAI
L99361MH2023OPC159395,TEXTILES GLOBAL TECH OPC PRIVATE LIMITED,One Person Company,Unlimited Company,Non-govt company,16/10/2023,10406014,24886024,Under Liquidation,COMPUTER PROGRAMMING,"B-202, Park Street, Borivali, Maharashtra - 411261",ROC-MUMBAI
L26121MH2006OPC390525,SOLUTIONS PRIVATE LIMITED,Public,Unlimited Company,Non-govt company,27/05/2006,17783600,2217544,Dissolved,MANUFACTURING (FOOD PRODUCTS),"D-404, Park Street, Andheri, Maharashtra - 457041",ROC-MUMBAI
L65682MH2011PLC569140,IMPORTS LIMITED,Private,Company limited by shares,Non-govt company,15/06/2011,45057856,8521159,Active,HUMAN HEALTH AND SOCIAL WORK,"C-303, MG Road, Satellite, Maharashtra - 536570",ROC-MUMBAI
U95883MH2024OPC879096,INDIA OPC PRIVATE LIMITED,Private,Company limited by shares,State Govt company,12/07/2024,44037539,14468827,Strike Off,MANUFACTURING (TEXTILES),"A-101, Brigade Road, Whitefield, Maharashtra - 513545",ROC-MUMBAI
L95193MH2015PTC959437,FOODS OPC PRIVATE LIMITED,Private,Unlimited Company,Non-govt company,17/06/2015,15496610,6430650,Dissolved,WHOLESALE TRADE,"D-404, Link Road, Satellite, Maharashtra - 447122",ROC-MUMBAI
