ROC_CODE,CIN,PRINCIPAL_BUSINESS_ACTIVITY,STATE,COMPANY_SUB_CATEGORY,AUTHORIZED_CAPITAL,COMPANY_NAME,REGISTERED_OFFICE_ADDRESS,PAIDUP_CAPITAL,COMPANY_CATEGORY,DATE_OF_INCORPORATION,COMPANY_CLASS,COMPANY_STATUS,DATA_QUALITY_SCORE,LAST_UPDATED,RECORD_ID,INTEGRATION_DATE,SOURCE
ROC-DELHI,L48557DL2023OPC950971,EDUCATION,Delhi,State Govt company,19930971.0,INDIA TECHNOLOGIES EXPORTS PRIVATE LIMITED,"A-101, MG Road, Satellite, Delhi - 430749",17921360.0,Unlimited Company,2023-03-21,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,3a54788c6c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U12453DL2008PTC699467,FINANCIAL SERVICE ACTIVITIES,Delhi,State Govt company,899929.0,FOODS INVESTMENTS TEXTILES OPC PRIVATE LIMITED,"B-202, MG Road, Satellite, Delhi - 513051",12266394.0,Unlimited Company,2008-04-28,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,c4d05bd262,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U78802DL2023PLC382443,REAL ESTATE ACTIVITIES,Delhi,State Govt company,43045917.0,CORPORATIONS INDIA HEALTHCARE LIMITED,"D-404, MG Road, Satellite, Delhi - 491050",7811469.0,Company limited by guarantee,2023-04-29,Public,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,9b5deee695,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U91316DL2011OPC910653,HUMAN HEALTH AND SOCIAL WORK,Delhi,State Govt company,6485606.0,INNOVATIONS CORPORATIONS OPC PRIVATE LIMITED,"C-303, Brigade Road, Satellite, Delhi - 433750",7788723.0,Company limited by guarantee,2011-12-03,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,1f7a2f7fe1,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U55192DL2013OPC272850,HUMAN HEALTH AND SOCIAL WORK,Delhi,Non-govt company,34796051.0,INTERNATIONAL LIMITED,"C-303, Anna Salai, Andheri, Delhi - 514641",24344355.0,Company limited by shares,2013-08-05,Private,DISSOLVED,1.0,2025-10-19 09:59:14.968419,f66e10f548,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U80652DL2014PTC415428,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,Non-govt company,872428.0,TECHNOLOGIES LIMITED,"E-505, Link Road, Whitefield, Delhi - 541464",11096583.0,Company limited by guarantee,2014-04-20,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,ff6c88c84d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U54399DL2000PTC443795,REAL ESTATE ACTIVITIES,Delhi,State Govt company,41942798.0,CHEMICALS OPC PRIVATE LIMITED,"A-101, Brigade Road, Whitefield, Delhi - 534959",1141740.0,Unlimited Company,2000-03-07,Private,DISSOLVED,1.0,2025-10-19 09:59:14.968419,bb165b346d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L10727DL2013PTC852545,RETAIL TRADE,Delhi,Non-govt company,37109562.0,TECH SOLUTIONS OPC PRIVATE LIMITED,"B-202, MG Road, Borivali, Delhi - 410262",4665593.0,Company limited by guarantee,2013-12-20,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,f9a6c4bc2f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L22193DL2006PLC279427,CONSTRUCTION,Delhi,Non-govt company,6329672.0,INDUSTRIES OPC PRIVATE LIMITED,"A-101, Park Street, Satellite, Delhi - 458100",1951949.0,Company limited by shares,2006-08-29,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,77296c8257,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L17134DL2019PLC834937,HUMAN HEALTH AND SOCIAL WORK,Delhi,State Govt company,10173375.0,ENTERPRISES PRIVATE LIMITED,"A-101, Brigade Road, Borivali, Delhi - 467372",20576645.0,Company limited by guarantee,2019-08-10,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,9a1cb9e36d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L19334DL2016PTC838901,HUMAN HEALTH AND SOCIAL WORK,Delhi,State Govt company,39001089.0,TECHNOLOGIES OPC PRIVATE LIMITED,"C-303, Link Road, Andheri, Delhi - 480635",17054305.0,Company limited by shares,2016-04-12,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,c3aaf42331,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L80596DL2019PLC370764,MANUFACTURING (CHEMICALS),Delhi,State Govt company,48061877.0,FOODS REALTY PRIVATE LIMITED,"D-404, MG Road, Whitefield, Delhi - 419102",13587994.0,Company limited by guarantee,2019-09-26,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,80d01187a9,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U39461DL2001PLC169844,MANUFACTURING (FOOD PRODUCTS),Delhi,State Govt company,22809085.0,INDIA INNOVATIONS LIMITED,"D-404, Anna Salai, Whitefield, Delhi - 496383",3086173.0,Company limited by guarantee,2001-12-08,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,68cb87b8a8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L55211DL2004OPC907726,ACCOMMODATION AND FOOD SERVICE,Delhi,Non-govt company,22455033.0,SERVICES VENTURES SOLUTIONS PRIVATE LIMITED,"D-404, Anna Salai, Adyar, Delhi - 401027",8872514.0,Company limited by shares,2004-01-19,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,af19ca9a9d,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L11701DL2006PLC825995,MANUFACTURING (CHEMICALS),Delhi,State Govt company,39310818.0,SERVICES MANUFACTURING INDUSTRIES LIMITED,"D-404, Link Road, Satellite, Delhi - 407463",17652392.0,Company limited by guarantee,2006-05-01,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,63c6188df0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L60360DL2024PLC995782,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,Non-govt company,35017059.0,FINANCE TRADING REALTY LIMITED,"B-202, Park Street, Borivali, Delhi - 426844",20403455.0,Company limited by guarantee,2024-11-18,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,f489ef2746,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L16560DL2019PLC974991,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,State Govt company,27086293.0,INTERNATIONAL TEXTILES EXPORTS OPC PRIVATE LIMITED,"C-303, Brigade Road, Satellite, Delhi - 490068",2722284.0,Unlimited Company,2019-02-27,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,4d890d52a0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U60368DL2015PTC549579,MANUFACTURING (CHEMICALS),Delhi,State Govt company,22460546.0,TECH VENTURES LIMITED,"B-202, Link Road, Borivali, Delhi - 445750",5130129.0,Unlimited Company,2015-10-22,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,44f7f01646,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U30351DL2002OPC738660,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,Non-govt company,41700571.0,IMPORTS OPC PRIVATE LIMITED,"B-202, Anna Salai, Adyar, Delhi - 421459",23132365.0,Unlimited Company,2002-01-20,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,bc2664a1e6,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U13133DL2023PTC486203,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,State Govt company,31817409.0,CORPORATIONS IMPORTS SYSTEMS OPC PRIVATE LIMITED,"C-303, Link Road, Satellite, Delhi - 449014",15964712.0,Unlimited Company,2023-11-18,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,fe4aef3c86,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L24919DL2019OPC292326,FINANCIAL SERVICE ACTIVITIES,Delhi,Non-govt company,38150872.0,CAPITAL SERVICES INDUSTRIES LIMITED,"A-101, Park Street, Satellite, Delhi - 519268",11998433.0,Unlimited Company,2019-01-13,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,f9d137a76c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L61047DL2011OPC207687,ACCOMMODATION AND FOOD SERVICE,Delhi,State Govt company,25231070.0,EXPORTS PRIVATE LIMITED,"E-505, Park Street, Adyar, Delhi - 421816",552901.0,Company limited by guarantee,2011-06-30,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,a674a9a3ce,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U45971DL2001OPC512112,HUMAN HEALTH AND SOCIAL WORK,Delhi,State Govt company,32143373.0,TEXTILES LIMITED,"E-505, Park Street, Andheri, Delhi - 484827",24435695.0,Unlimited Company,2001-01-20,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,0686e1eafb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L33182DL2010OPC793956,MANUFACTURING (FOOD PRODUCTS),Delhi,State Govt company,30387276.0,TEXTILES VENTURES IMPORTS LIMITED,"D-404, Park Street, Adyar, Delhi - 482582",18291436.0,Company limited by guarantee,2010-10-20,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,824928da23,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U92038DL2024PTC639516,MANUFACTURING (CHEMICALS),Delhi,Non-govt company,18583202.0,INNOVATIONS PRIVATE LIMITED,"A-101, Brigade Road, Borivali, Delhi - 540617",24215750.0,Company limited by guarantee,2024-02-16,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,0149388083,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U70341DL2002PTC624574,COMPUTER PROGRAMMING,Delhi,Non-govt company,36267230.0,INTERNATIONAL OPC PRIVATE LIMITED,"E-505, Anna Salai, Adyar, Delhi - 432079",11642932.0,Company limited by shares,2002-09-26,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,cb8e8829cb,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U30912DL2003OPC387191,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,State Govt company,12630933.0,EXPORTS LIMITED,"D-404, MG Road, Andheri, Delhi - 458081",2614953.0,Company limited by shares,2003-01-05,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,126365b439,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U11473DL2008PLC480690,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,State Govt company,24817294.0,FINANCE SOLUTIONS LIMITED,"E-505, Anna Salai, Satellite, Delhi - 405129",4678478.0,Company limited by shares,2008-09-04,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,ae546398e8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U97179DL2006PTC187525,REAL ESTATE ACTIVITIES,Delhi,State Govt company,44091872.0,ENTERPRISES TEXTILES LIMITED,"B-202, MG Road, Satellite, Delhi - 436955",18518204.0,Unlimited Company,2006-02-18,Public,DISSOLVED,1.0,2025-10-19 09:59:14.968419,3a5900e501,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U15555DL2009PLC436892,INFORMATION SERVICE ACTIVITIES,Delhi,State Govt company,30596307.0,CONSULTANCY OPC PRIVATE LIMITED,"C-303, Anna Salai, Borivali, Delhi - 481197",3605028.0,Company limited by guarantee,2009-09-21,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,3bb6339f96,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U25832DL2006PLC181849,RETAIL TRADE,Delhi,State Govt company,2727699.0,SOLUTIONS GLOBAL PHARMA OPC PRIVATE LIMITED,"A-101, MG Road, Andheri, Delhi - 556972",15801522.0,Company limited by shares,2006-05-02,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.968419,d228bcb9ab,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L77227DL2022PTC278112,INFORMATION SERVICE ACTIVITIES,Delhi,Non-govt company,5948168.0,EXPORTS INDIA TEXTILES PRIVATE LIMITED,"A-101, MG Road, Satellite, Delhi - 421051",18840829.0,Unlimited Company,2022-05-10,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,aca2732a6b,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L27237DL2013PLC134399,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,State Govt company,34259923.0,CONSTRUCTIONS TEXTILES OPC PRIVATE LIMITED,"B-202, Anna Salai, Adyar, Delhi - 414886",19884086.0,Company limited by guarantee,2013-09-30,Public,DISSOLVED,1.0,2025-10-19 09:59:14.968419,ba5110d36f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L87944DL2001PLC677528,RETAIL TRADE,Delhi,Non-govt company,49861643.0,HEALTHCARE SYSTEMS TECHNOLOGIES OPC PRIVATE LIMITED,"E-505, MG Road, Adyar, Delhi - 544639",6805681.0,Company limited by shares,2001-05-20,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,6473890b93,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U74533DL2005PTC941703,REAL ESTATE ACTIVITIES,Delhi,State Govt company,1263071.0,CORPORATIONS INDIA OPC PRIVATE LIMITED,"A-101, Park Street, Andheri, Delhi - 541507",4416536.0,Company limited by guarantee,2005-05-01,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,005044fa96,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L64108DL2022PTC404868,RETAIL TRADE,Delhi,Non-govt company,31346593.0,TECHNOLOGIES ENTERPRISES OPC PRIVATE LIMITED,"B-202, Anna Salai, Adyar, Delhi - 496008",11722687.0,Unlimited Company,2022-07-04,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,51a095ca73,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L80831DL2023PTC566845,HUMAN HEALTH AND SOCIAL WORK,Delhi,Non-govt company,12704853.0,SOLUTIONS PRIVATE LIMITED,"B-202, Anna Salai, Whitefield, Delhi - 549014",9563796.0,Unlimited Company,2023-11-29,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,d809ba80c5,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L27768DL2001OPC426309,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Delhi,Non-govt company,31731834.0,INVESTMENTS DEVELOPERS LIMITED,"D-404, Link Road, Andheri, Delhi - 414173",8959282.0,Unlimited Company,2001-03-27,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,232e1e0030,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L11520DL2023PTC123651,MANUFACTURING (CHEMICALS),Delhi,State Govt company,27515031.0,TEXTILES TECHNOLOGIES PRIVATE LIMITED,"B-202, Brigade Road, Whitefield, Delhi - 489653",10267943.0,Unlimited Company,2023-01-20,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,4e45cc3bca,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U95640DL2015PTC766847,REAL ESTATE ACTIVITIES,Delhi,State Govt company,49435452.0,INDUSTRIES INNOVATIONS LIMITED,"E-505, Brigade Road, Borivali, Delhi - 535381",6612173.0,Company limited by shares,2015-01-13,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,277b3d8960,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L62380DL2007PTC484086,WHOLESALE TRADE,Delhi,Non-govt company,32937244.0,GLOBAL ENTERPRISES LIMITED,"D-404, Park Street, Adyar, Delhi - 400544",21617382.0,Company limited by guarantee,2007-09-15,Private,DISSOLVED,1.0,2025-10-19 09:59:14.968419,2ed6997acf,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L91414DL2011PLC297711,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,State Govt company,28846772.0,TECHNOLOGIES INTERNATIONAL CAPITAL PRIVATE LIMITED,"E-505, Brigade Road, Adyar, Delhi - 431370",13883221.0,Company limited by shares,2011-03-26,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,6657d947c4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U72676DL2013OPC229599,EDUCATION,Delhi,State Govt company,25399802.0,TRADING CONSULTANCY LIMITED,"E-505, Link Road, Andheri, Delhi - 480682",5732073.0,Company limited by guarantee,2013-04-19,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,e3ae91bae0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L66589DL2015PLC743225,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,State Govt company,49651981.0,FOODS EDUCATION LIMITED,"C-303, Park Street, Andheri, Delhi - 407753",17190359.0,Company limited by shares,2015-11-17,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,bbb20a2abc,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U21328DL2004PTC959381,WHOLESALE TRADE,Delhi,Non-govt company,1907121.0,HEALTHCARE PRIVATE LIMITED,"D-404, Anna Salai, Satellite, Delhi - 548467",8725953.0,Company limited by guarantee,2004-02-06,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,da77d5c9e0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U43872DL2018PLC427886,REAL ESTATE ACTIVITIES,Delhi,Non-govt company,27927082.0,IMPORTS PRIVATE LIMITED,"B-202, Brigade Road, Borivali, Delhi - 402716",19121106.0,Unlimited Company,2018-10-23,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,a5bf070b48,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U22162DL2019PTC132834,EDUCATION,Delhi,State Govt company,27016018.0,MANUFACTURING HEALTHCARE FINANCE LIMITED,"D-404, Link Road, Borivali, Delhi - 522788",2089689.0,Company limited by shares,2019-02-08,Private,DISSOLVED,1.0,2025-10-19 09:59:14.968419,413f16e038,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L30272DL2020PLC901592,HUMAN HEALTH AND SOCIAL WORK,Delhi,Non-govt company,27370194.0,REALTY OPC PRIVATE LIMITED,"B-202, MG Road, Whitefield, Delhi - 503875",18242705.0,Unlimited Company,2020-12-30,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,f1312bfc5e,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U67175DL2013PTC222048,WHOLESALE TRADE,Delhi,State Govt company,39791765.0,VENTURES DEVELOPERS CHEMICALS OPC PRIVATE LIMITED,"B-202, MG Road, Satellite, Delhi - 439106",10606659.0,Company limited by guarantee,2013-07-24,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,08299600a4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U76630DL2019PTC482335,INFORMATION SERVICE ACTIVITIES,Delhi,Non-govt company,4883020.0,TRADING TECH CONSULTANCY PRIVATE LIMITED,"A-101, Anna Salai, Borivali, Delhi - 521710",7295183.0,Company limited by shares,2019-11-25,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,c86a7f6f1c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U60295DL2024PTC332894,EDUCATION,Delhi,State Govt company,11038982.0,SYSTEMS PRIVATE LIMITED,"C-303, Link Road, Satellite, Delhi - 451963",13767988.0,Company limited by shares,2024-04-04,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.968419,476d384452,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L99041DL2014OPC689219,ACCOMMODATION AND FOOD SERVICE,Delhi,State Govt company,1036723.0,SYSTEMS CHEMICALS OPC PRIVATE LIMITED,"B-202, MG Road, Borivali, Delhi - 424019",3852577.0,Company limited by shares,2014-07-15,Private,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,287918a733,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L66114DL2009PLC541981,COMPUTER PROGRAMMING,Delhi,Non-govt company,12980719.0,INVESTMENTS LIMITED,"A-101, Brigade Road, Andheri, Delhi - 412896",20288966.0,Company limited by guarantee,2009-10-12,Public,ACTIVE,1.0,2025-10-19 09:59:14.968419,bcd0b4f6da,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L58403DL2015OPC301746,EDUCATION,Delhi,Non-govt company,43833408.0,TECH MANUFACTURING PRIVATE LIMITED,"D-404, MG Road, Satellite, Delhi - 517513",177559.0,Unlimited Company,2015-11-15,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,901c027c26,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U36949DL2007PTC746770,EDUCATION,Delhi,Non-govt company,29973999.0,CAPITAL CORPORATIONS LIMITED,"A-101, Park Street, Borivali, Delhi - 508768",11644219.0,Company limited by guarantee,2007-06-30,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,d242a1651f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L21005DL2000OPC397095,INFORMATION SERVICE ACTIVITIES,Delhi,State Govt company,45894673.0,INTERNATIONAL FINANCE PRIVATE LIMITED,"B-202, Link Road, Satellite, Delhi - 455936",3893052.0,Company limited by shares,2000-12-27,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,07245ccb23,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L66245DL2016PTC495610,ACCOMMODATION AND FOOD SERVICE,Delhi,Non-govt company,26641548.0,CHEMICALS LIMITED,"B-202, Park Street, Satellite, Delhi - 496891",22594245.0,Unlimited Company,2016-10-11,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,7fa7b1f025,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L73497DL2021PLC261778,MANUFACTURING (FOOD PRODUCTS),Delhi,Non-govt company,33898583.0,VENTURES OPC PRIVATE LIMITED,"C-303, Link Road, Borivali, Delhi - 445090",23919135.0,Unlimited Company,2021-05-25,Public,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,302962ecf0,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L42548DL2003PLC405576,REAL ESTATE ACTIVITIES,Delhi,State Govt company,46212752.0,FINANCE HEALTHCARE OPC PRIVATE LIMITED,"A-101, Anna Salai, Whitefield, Delhi - 408165",5984851.0,Company limited by shares,2003-04-05,Public,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,a245147658,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U71665DL2003OPC489819,MANUFACTURING (CHEMICALS),Delhi,State Govt company,28731655.0,DEVELOPERS PRIVATE LIMITED,"B-202, Link Road, Adyar, Delhi - 516860",20333325.0,Unlimited Company,2003-04-10,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.968419,9f7c094df7,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L92710DL2007PTC611427,RETAIL TRADE,Delhi,Non-govt company,19585471.0,TRADING INDIA REALTY LIMITED,"E-505, Anna Salai, Andheri, Delhi - 540145",18148059.0,Unlimited Company,2007-06-25,One Person Company,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,1e249f2685,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U91166DL2017PTC108160,COMPUTER PROGRAMMING,Delhi,Non-govt company,46228773.0,TECHNOLOGIES FOODS GLOBAL OPC PRIVATE LIMITED,"E-505, Link Road, Andheri, Delhi - 528331",3717745.0,Company limited by guarantee,2017-08-31,One Person Company,AMALGAMATED,1.0,2025-10-19 09:59:14.968419,6eb096c18c,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L86873DL2020OPC224457,CONSTRUCTION,Delhi,State Govt company,41414051.0,HEALTHCARE PHARMA SERVICES PRIVATE LIMITED,"B-202, Park Street, Satellite, Delhi - 556120",11647130.0,Company limited by shares,2020-05-25,One Person Company,ACTIVE,1.0,2025-10-19 09:59:14.968419,838a0827f2,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L44351DL2007PLC555856,INFORMATION SERVICE ACTIVITIES,Delhi,State Govt company,38951186.0,PHARMA INNOVATIONS PRIVATE LIMITED,"A-101, Park Street, Whitefield, Delhi - 491175",2153451.0,Company limited by guarantee,2007-08-23,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,933b2c4d7f,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U68552DL2009PTC136162,WHOLESALE TRADE,Delhi,Non-govt company,20493733.0,INVESTMENTS EXPORTS LIMITED,"E-505, MG Road, Whitefield, Delhi - 489158",7857365.0,Company limited by shares,2009-12-10,Public,DISSOLVED,1.0,2025-10-19 09:59:14.968419,391713e4d6,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U41402DL2004PLC148806,WHOLESALE TRADE,Delhi,State Govt company,10204831.0,EXPORTS FOODS LIMITED,"A-101, Anna Salai, Adyar, Delhi - 499053",4329509.0,Unlimited Company,2004-01-26,Public,DISSOLVED,1.0,2025-10-19 09:59:14.968419,404a54d222,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L83625DL2001PTC816466,INFORMATION SERVICE ACTIVITIES,Delhi,Non-govt company,39138478.0,INNOVATIONS CONSULTANCY FOODS PRIVATE LIMITED,"C-303, MG Road, Whitefield, Delhi - 470243",11970703.0,Company limited by shares,2001-06-26,Private,ACTIVE,1.0,2025-10-19 09:59:14.968419,5861ca03e3,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,L50204DL2003OPC571560,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,Non-govt company,49403270.0,CHEMICALS LIMITED,"A-101, MG Road, Andheri, Delhi - 555292",10922034.0,Company limited by shares,2003-08-04,One Person Company,UNDER LIQUIDATION,1.0,2025-10-19 09:59:14.968419,4e6728c9d4,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U64888DL2009PLC578328,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Delhi,State Govt company,1771537.0,INDIA ENTERPRISES PRIVATE LIMITED,"D-404, MG Road, Adyar, Delhi - 549137",23502591.0,Company limited by shares,2009-08-26,Private,STRIKE OFF,1.0,2025-10-19 09:59:14.968419,1404d0cba8,2025-10-19 09:59:15.005901,MCA_MASTER
ROC-DELHI,U28595DL2005PLC683863,INFORMATION SERVICE ACTIVITIES,Delhi,State Govt company,30019144.0,INDUSTRIES CONSULTANCY OPC PRIVATE LIMITED,"A-101, Anna Salai, Borivali, Delhi - 475308",23023950.0,Company limited by shares,2005-11-25,One Person Company,DISSOLVED,1.0,2025-10-19 09:59:14.968419,c678b3527e,2025-10-19 09:59:15.005901,MCA_MASTER
